#cluster_id	cluster_protein_count	TAXON_count	protein_span_mean	protein_span_sd	fraction_secreted	GO	GO_entropy	IPR	IPR_entropy	SignalP_EUK	SignalP_EUK_entropy	Pfam	Pfam_entropy
OG0005147	23	23	470.0869565217391	1.9541047873255855	0.00	N/A	N/A	IPR005198:23	0.000	N/A	N/A	PF03663:23	0.000
OG0005148	23	23	615.7391304347826	15.036816821170019	0.00	GO:0004471:23;GO:0051287:23	1.000	IPR012301:24;IPR012302:23	1.000	N/A	N/A	PF00390:24;PF03949:23	1.000
OG0005149	23	23	295.1304347826087	11.94299630245816	0.00	N/A	N/A	IPR013087:20	0.000	N/A	N/A	PF00096:20	0.000
OG0005150	23	23	1284.0	36.50610431385295	0.00	GO:0003777:23;GO:0005524:23;GO:0007018:23;GO:0008017:23	2.000	IPR001752:23	0.000	N/A	N/A	PF00225:23	0.000
OG0005151	23	23	1076.7391304347825	46.00304091206254	0.00	GO:0003677:23;GO:0006351:23;GO:0008270:23;GO:0000981:22;GO:0006355:22	2.322	IPR007219:23;IPR001138:22	1.000	N/A	N/A	PF04082:23;PF00172:22	1.000
OG0005152	23	23	464.69565217391306	15.984869972975382	0.00	GO:0016491:23	0.000	IPR023753:23	0.000	N/A	N/A	PF07992:23	0.000
OG0005153	23	23	556.2608695652174	26.91244643574604	0.00	N/A	N/A	IPR018814:24	0.000	N/A	N/A	PF10310:24	0.000
OG0005154	23	23	138.91304347826087	0.4078622399846461	0.00	GO:0003735:23;GO:0005840:23;GO:0006412:23	1.585	IPR000218:23	0.000	N/A	N/A	PF00238:23	0.000
OG0005155	23	23	548.5652173913044	9.319573077348842	0.00	GO:0016614:23;GO:0050660:23	1.000	IPR000172:23;IPR007867:23	1.000	N/A	N/A	PF00732:23;PF05199:23	1.000
OG0005156	23	23	505.95652173913044	2.9851554597864127	0.00	GO:0016491:23	0.000	IPR015590:23	0.000	N/A	N/A	PF00171:23	0.000
OG0005157	23	23	250.52173913043478	0.772886471070921	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF13561:23	0.000
OG0005158	23	23	387.9130434782609	22.83002036502979	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005159	23	23	1140.4782608695652	17.3678102176997	0.00	N/A	N/A	IPR000237:23	0.000	N/A	N/A	PF01465:23	0.000
OG0005160	23	23	404.7826086956522	25.54443106456079	0.00	GO:0046983:23	0.000	IPR011598:23	0.000	N/A	N/A	PF00010:23	0.000
OG0005161	23	23	159.52173913043478	36.86977030295709	0.00	N/A	N/A	IPR024549:23;IPR019721:18	0.989	N/A	N/A	PF12853:23;PF10785:18	0.989
OG0005162	23	23	215.34782608695653	33.05806314278504	0.00	N/A	N/A	IPR005103:1	0.000	N/A	N/A	PF03443:1	0.000
OG0005163	23	23	540.1304347826087	34.94381123016242	0.00	GO:0005515:4	0.000	IPR001452:4	0.000	N/A	N/A	PF00018:4	0.000
OG0005164	23	23	1827.8260869565217	63.943352765936204	0.00	GO:0004672:23;GO:0005515:23;GO:0005524:23;GO:0006468:23	2.000	IPR000719:23;IPR001680:23;IPR000357:10	1.498	N/A	N/A	PF00069:23;PF00400:23;PF02985:10	1.498
OG0005165	23	23	507.4782608695652	32.04055794609645	0.00	GO:0004497:23;GO:0005506:23;GO:0016705:23;GO:0020037:23	2.000	IPR001128:23	0.000	N/A	N/A	PF00067:23	0.000
OG0005166	23	23	521.3913043478261	27.23606804673727	0.00	N/A	N/A	IPR041667:23	0.000	N/A	N/A	PF13621:23	0.000
OG0005167	23	23	763.304347826087	90.91057946882353	0.00	N/A	N/A	IPR001030:23;IPR000573:23	1.000	N/A	N/A	PF00330:23;PF00694:23	1.000
OG0005168	23	23	553.2608695652174	39.9643508438995	0.00	N/A	N/A	IPR018819:23	0.000	N/A	N/A	PF10332:23	0.000
OG0005169	23	23	123.73913043478261	0.7922116155777652	0.00	GO:0034220:23;GO:0046961:23	1.000	IPR008218:23	0.000	N/A	N/A	PF01990:23	0.000
OG0005170	23	23	174.1304347826087	0.3367811605397755	0.00	N/A	N/A	IPR003172:23	0.000	N/A	N/A	PF02221:23	0.000
OG0005171	23	23	889.4782608695652	163.99492822624714	0.00	GO:0005515:7	0.000	IPR001214:7;IPR019787:1	0.544	N/A	N/A	PF00856:7;PF00628:1	0.544
OG0005172	23	23	513.0869565217391	8.469449155530103	0.00	GO:0016020:23;GO:0016780:23	1.000	IPR000715:23	0.000	N/A	N/A	PF00953:23	0.000
OG0005173	23	23	1024.9130434782608	31.19631115801474	0.00	GO:0005515:21	0.000	IPR001452:21	0.000	N/A	N/A	PF14604:21	0.000
OG0005174	23	23	790.5652173913044	11.212671740554821	0.00	N/A	N/A	IPR007632:23	0.000	N/A	N/A	PF04547:23	0.000
OG0005175	23	23	346.17391304347825	5.434608692869477	0.00	GO:0016787:23	0.000	IPR004843:23	0.000	N/A	N/A	PF00149:23	0.000
OG0005176	23	23	466.95652173913044	15.172854080402262	0.00	N/A	N/A	IPR006845:23	0.000	N/A	N/A	PF04757:23	0.000
OG0005177	23	23	1251.2608695652175	11.666441621738034	0.00	N/A	N/A	IPR000195:23	0.000	N/A	N/A	PF00566:23	0.000
OG0005178	23	23	562.3913043478261	14.336754621645916	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005179	23	23	506.39130434782606	80.59007336133672	0.00	N/A	N/A	IPR013226:23	0.000	N/A	N/A	PF08316:23	0.000
OG0005180	23	23	407.7826086956522	27.534889364679525	0.00	GO:0043461:23	0.000	IPR011419:23	0.000	N/A	N/A	PF07542:23	0.000
OG0005181	23	23	1253.5217391304348	24.736646929672002	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005182	23	23	549.4782608695652	9.064357169069893	0.00	GO:0006508:23;GO:0008236:23	1.000	IPR000209:23;IPR010259:23	1.000	N/A	N/A	PF00082:23;PF05922:23	1.000
OG0005183	23	23	446.17391304347825	4.239074693056036	0.00	GO:0016491:23	0.000	IPR005097:23;IPR032095:23	1.000	N/A	N/A	PF03435:23;PF16653:23	1.000
OG0005184	23	23	474.0869565217391	3.1334526516047396	0.00	GO:0005789:23;GO:0018279:23	1.000	IPR005013:23	0.000	N/A	N/A	PF03345:23	0.000
OG0005185	23	23	637.8695652173913	25.418761211949224	0.00	GO:0016787:22	0.000	IPR004843:22	0.000	N/A	N/A	PF00149:22	0.000
OG0005186	23	23	272.17391304347825	4.824324002323548	0.00	GO:0000350:23	0.000	IPR009360:23	0.000	N/A	N/A	PF06246:23	0.000
OG0005187	23	22	597.0434782608696	37.23658586702245	0.00	GO:0016491:22	0.000	IPR013121:40;IPR013112:22;IPR013130:22	1.522	N/A	N/A	PF08030:40;PF08022:22;PF01794:22	1.522
OG0005188	23	23	714.304347826087	18.22906132384722	0.00	GO:0004834:23;GO:0006568:23	1.000	IPR001926:23;IPR002028:23	1.000	N/A	N/A	PF00291:23;PF00290:23	1.000
OG0005189	23	23	918.1739130434783	54.34643476479954	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005190	23	23	381.0	42.318666864841	0.00	GO:0004672:23;GO:0005524:23;GO:0006468:23	1.585	IPR000719:23	0.000	N/A	N/A	PF00069:23	0.000
OG0005191	23	23	205.6086956521739	59.08118153305802	0.00	N/A	N/A	N/A	N/A	N/A	N/A	PF05241:23	0.000
OG0005192	23	23	316.04347826086956	9.028834297475314	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005193	23	23	195.7826086956522	18.80554155547526	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005194	23	23	528.4782608695652	30.041810813854504	0.00	N/A	N/A	IPR018961:22;IPR006970:1	0.258	N/A	N/A	PF09350:22;PF04886:1	0.258
OG0005195	23	23	370.60869565217394	10.098381835223954	0.00	N/A	N/A	IPR023451:24	0.000	N/A	N/A	PF00303:24	0.000
OG0005196	23	23	449.39130434782606	27.415862007294695	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005197	23	23	644.7391304347826	20.92474588969252	0.00	GO:0005524:23;GO:0016887:23	1.000	IPR021886:23;IPR032423:23;IPR003959:23	1.585	N/A	N/A	PF12002:23;PF16193:23;PF00004:23	1.585
OG0005198	23	23	312.60869565217394	15.230801544566889	0.00	N/A	N/A	IPR000361:23	0.000	N/A	N/A	PF01521:23	0.000
OG0005199	23	23	746.3478260869565	17.632994506722394	0.00	N/A	N/A	IPR013636:24	0.000	N/A	N/A	PF08427:24	0.000
OG0005200	23	23	781.5652173913044	73.81164400126943	0.00	N/A	N/A	IPR003615:1	0.000	N/A	N/A	PF13391:1	0.000
OG0005201	23	23	298.69565217391306	29.89755665836067	0.00	N/A	N/A	IPR001005:22	0.000	N/A	N/A	PF00249:22	0.000
OG0005202	23	23	451.3478260869565	19.517235851270076	0.00	GO:0004553:23;GO:0005975:23	1.000	IPR000757:23	0.000	N/A	N/A	PF00722:23	0.000
OG0005203	23	23	507.2173913043478	18.177761190266505	0.00	GO:0000030:23;GO:0006486:23;GO:0016020:23	1.585	IPR002685:26	0.000	N/A	N/A	PF01793:26	0.000
OG0005204	23	23	197.95652173913044	21.420181992629136	0.00	N/A	N/A	IPR027911:23	0.000	N/A	N/A	PF15377:23	0.000
OG0005205	23	23	186.0	0.7223151185146152	0.00	GO:0005740:23;GO:0005751:23;GO:0006123:23	1.585	IPR002124:23	0.000	N/A	N/A	PF01215:23	0.000
OG0005206	23	23	194.65217391304347	13.020414391495994	0.00	N/A	N/A	IPR018020:23	0.000	N/A	N/A	PF09349:23	0.000
OG0005207	23	23	503.30434782608694	95.45653906706247	0.00	GO:0005515:23	0.000	IPR001680:44;IPR013915:23;IPR024977:2	1.090	N/A	N/A	PF00400:44;PF08606:23;PF12894:2	1.090
OG0005208	23	23	544.7826086956521	47.83300345244551	0.00	GO:0004612:1;GO:0005524:1;GO:0006094:1	1.585	IPR012469:23;IPR001272:1	0.250	N/A	N/A	PF07958:23;PF01293:1	0.250
OG0005209	23	23	1777.9130434782608	44.67069172771888	0.00	GO:0003677:23	0.000	IPR019787:45;IPR003347:23;IPR003349:23;IPR013637:23;IPR001606:23;IPR004198:23	2.526	N/A	N/A	PF00628:45;PF02373:23;PF02375:23;PF08429:23;PF01388:23;PF02928:23	2.526
OG0005210	23	23	474.0869565217391	25.895967528082455	0.00	N/A	N/A	IPR000305:23	0.000	N/A	N/A	PF01541:23	0.000
OG0005211	23	23	1255.3478260869565	44.9440315674392	0.00	GO:0008195:1	0.000	IPR002015:41;IPR040623:29;IPR019236:2	1.135	N/A	N/A	PF01851:41;PF18004:29;PF13646:23;PF09949:2	1.658
OG0005212	23	23	1858.695652173913	183.42785213161645	0.00	N/A	N/A	IPR002889:135	0.000	N/A	N/A	PF01822:135	0.000
OG0005213	23	23	454.3478260869565	42.20200767494173	0.00	N/A	N/A	IPR001005:23	0.000	N/A	N/A	PF00249:23	0.000
OG0005214	23	23	413.4347826086956	10.072891243144603	0.00	GO:0000166:23;GO:0004019:23;GO:0006164:23	1.585	IPR001114:23	0.000	N/A	N/A	PF00709:23	0.000
OG0005215	23	23	605.0	59.62856041689506	0.00	N/A	N/A	IPR006050:23;IPR005101:22	1.000	N/A	N/A	PF00875:23;PF03441:22	1.000
OG0005216	23	23	405.0	20.319192041451632	0.00	GO:0004553:22;GO:0005975:22	1.000	IPR000490:22	0.000	N/A	N/A	PF00332:22	0.000
OG0005217	23	23	497.3478260869565	20.731426880258216	0.00	GO:0003854:16;GO:0006694:16;GO:0016616:16	1.585	IPR002225:25;IPR001509:7	0.758	N/A	N/A	PF01073:25;PF01370:7	0.758
OG0005218	23	23	348.1304347826087	62.42303389519392	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005219	23	23	177.95652173913044	9.17216138232644	0.00	GO:0005739:23	0.000	IPR008699:23	0.000	N/A	N/A	PF05821:23	0.000
OG0005220	23	23	1845.0869565217392	232.1146480295194	0.00	GO:0005524:23;GO:0140658:23	1.000	IPR001650:23;IPR000330:23;IPR014012:18	1.576	N/A	N/A	PF00271:23;PF00176:23;PF07529:18	1.576
OG0005221	23	23	1733.3478260869565	22.28980795683002	0.00	GO:0003677:23;GO:0003918:23;GO:0005524:23;GO:0006265:23	2.000	IPR006171:23;IPR002205:23;IPR013506:23;IPR003594:23;IPR031660:23	2.322	N/A	N/A	PF01751:23;PF00521:23;PF00204:23;PF02518:23;PF16898:23	2.322
OG0005222	23	23	463.8695652173913	93.26554158764668	0.00	GO:0051879:22;GO:0022857:1;GO:0055085:1	0.497	IPR044059:22;IPR011701:1	0.258	N/A	N/A	PF18972:22;PF07690:1	0.258
OG0005223	23	23	319.7826086956522	6.8395049511873065	0.00	N/A	N/A	IPR000760:23	0.000	N/A	N/A	PF00459:23	0.000
OG0005224	23	23	254.1304347826087	11.814892399834191	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005225	23	23	717.2608695652174	20.722215324127593	0.00	N/A	N/A	IPR018034:23;IPR024626:23	1.000	N/A	N/A	PF05178:23;PF12936:23	1.000
OG0005226	23	23	401.2173913043478	15.814018331954804	0.00	GO:0016799:23	0.000	IPR001910:23	0.000	N/A	N/A	PF01156:23	0.000
OG0005227	23	23	230.56521739130434	12.437062728014487	0.00	N/A	N/A	IPR015362:23	0.000	N/A	N/A	PF09282:23	0.000
OG0005228	23	23	1307.5652173913043	119.69302260255337	0.00	GO:0003684:23;GO:0006281:23	1.000	IPR025527:63;IPR001126:23;IPR017961:23;IPR031991:22;IPR001357:22	2.154	N/A	N/A	PF14377:63;PF00817:23;PF11799:23;PF16727:22;PF16589:15;PF00533:7	2.283
OG0005229	23	23	271.4347826086956	5.881630112377688	0.00	GO:0042407:23;GO:0061617:23	1.000	IPR019166:23	0.000	N/A	N/A	PF09769:23	0.000
OG0005230	23	23	338.04347826086956	10.284975368783533	0.00	N/A	N/A	IPR018108:69	0.000	N/A	N/A	PF00153:69	0.000
OG0005231	23	23	424.2608695652174	14.682783148401626	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005232	23	23	335.4782608695652	33.09258364992977	0.00	GO:0004784:22;GO:0006801:22;GO:0046872:22	1.585	IPR019832:44	0.000	N/A	N/A	PF02777:44	0.000
OG0005233	23	23	950.8695652173913	49.40806512919691	0.00	GO:0005515:23	0.000	IPR001660:23	0.000	N/A	N/A	PF07647:23	0.000
OG0005234	23	23	563.7391304347826	14.87693689634292	0.00	GO:0005515:23	0.000	IPR001202:23;IPR002713:23	1.000	N/A	N/A	PF00397:23;PF01846:23	1.000
OG0005235	23	23	1025.1304347826087	25.226460138420368	0.00	N/A	N/A	IPR008010:23	0.000	N/A	N/A	PF05346:23	0.000
OG0005236	23	23	302.0869565217391	15.802897487426463	0.00	N/A	N/A	IPR000326:23	0.000	N/A	N/A	PF01569:23	0.000
OG0005237	23	23	251.82608695652175	3.874691279854138	0.00	GO:0005839:23;GO:0006511:23;GO:0019773:23;GO:0051603:23	2.000	IPR000426:23;IPR001353:23	1.000	N/A	N/A	PF10584:23;PF00227:23	1.000
OG0005238	23	23	1045.1739130434783	37.15379572617048	0.00	GO:0006351:23	0.000	IPR003618:23;IPR019787:23;IPR012921:23	1.585	N/A	N/A	PF07500:23;PF00628:23;PF07744:23	1.585
OG0005239	23	23	257.4782608695652	17.922222215711376	0.00	GO:0003712:23;GO:0006357:23;GO:0016592:23	1.585	IPR009244:23	0.000	N/A	N/A	PF05983:23	0.000
OG0005240	23	23	495.9130434782609	28.040208774696104	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005241	23	23	367.39130434782606	87.29796009889986	0.00	GO:0005515:22	0.000	IPR001810:22	0.000	N/A	N/A	PF00646:18;PF12937:4	0.684
OG0005242	23	23	157.2608695652174	12.258865084374646	0.00	GO:0001919:20;GO:0007040:20;GO:0016197:20;GO:0031902:20;GO:0032008:20;GO:0042632:20;GO:0043410:20;GO:0045121:20;GO:0071230:20;GO:0071986:20	3.322	IPR028209:20	0.000	N/A	N/A	PF15454:20	0.000
OG0005243	23	23	1075.6521739130435	23.107703770279116	0.00	GO:0005515:23	0.000	IPR001680:159;IPR001810:23	0.547	N/A	N/A	PF00400:159;PF12937:18;PF00646:5	0.643
OG0005244	23	23	229.17391304347825	4.842315058200299	0.00	GO:0000178:23;GO:0003723:23	1.000	IPR019495:45;IPR025721:22	0.913	N/A	N/A	PF10447:45;PF14382:22	0.913
OG0005245	23	23	354.7391304347826	8.867220491442419	0.00	N/A	N/A	IPR009449:23	0.000	N/A	N/A	PF06428:23	0.000
OG0005246	23	23	692.6521739130435	15.437415574568439	0.00	GO:0009058:23;GO:0030170:23	1.000	IPR004839:23	0.000	N/A	N/A	PF00155:23	0.000
OG0005247	23	23	922.1304347826087	343.40156546043954	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005248	23	23	166.7391304347826	3.479347656303054	0.00	N/A	N/A	IPR011431:23	0.000	N/A	N/A	PF07543:23	0.000
OG0005249	23	23	109.56521739130434	3.0762213828363003	0.00	GO:0071821:23	0.000	IPR029003:23	0.000	N/A	N/A	PF15630:23	0.000
OG0005250	23	23	631.6086956521739	30.772290090747415	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005251	23	23	1000.9130434782609	29.83274105011685	0.00	GO:0005515:23;GO:0006364:23;GO:0032040:23	1.585	IPR001680:142;IPR013934:23	0.583	N/A	N/A	PF00400:142;PF08625:23	0.583
OG0005252	23	23	383.0	6.234546111577916	0.00	N/A	N/A	IPR002939:23;IPR001623:23	1.000	N/A	N/A	PF01556:23;PF00226:23	1.000
OG0005253	23	23	312.82608695652175	16.703689188744434	0.00	GO:0000398:23	0.000	IPR007590:23	0.000	N/A	N/A	PF04502:23	0.000
OG0005254	23	23	195.30434782608697	21.43024028068077	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005255	23	23	997.1739130434783	39.38511324799836	0.00	GO:0043015:23	0.000	IPR041470:23;IPR040457:23	1.000	N/A	N/A	PF17681:23;PF04130:23	1.000
OG0005256	23	23	392.4347826086956	2.2808481823659137	0.00	GO:0000030:23;GO:0006486:23;GO:0016020:23	1.585	IPR002685:23	0.000	N/A	N/A	PF01793:23	0.000
OG0005257	23	23	751.3478260869565	23.68013053660439	0.00	GO:0004843:23;GO:0008270:23;GO:0016579:23	1.585	IPR001607:23;IPR001394:23	1.000	N/A	N/A	PF02148:23;PF00443:23	1.000
OG0005258	23	23	408.39130434782606	27.85793014945152	0.00	GO:0003723:23;GO:0003743:23;GO:0006413:23	1.585	IPR001040:23	0.000	N/A	N/A	PF01652:23	0.000
OG0005259	23	23	708.4347826086956	12.060810005808866	0.00	GO:0004489:23;GO:0006555:23	1.000	IPR003171:24	0.000	N/A	N/A	PF02219:24	0.000
OG0005260	23	23	614.2173913043479	32.49877124331229	0.00	N/A	N/A	IPR012913:23	0.000	N/A	N/A	PF07915:23	0.000
OG0005261	23	23	862.0869565217391	18.853930609633952	0.00	GO:0003677:23;GO:0006351:23;GO:0008270:23;GO:0000981:20;GO:0006355:20	2.319	IPR007219:23;IPR001138:20	0.996	N/A	N/A	PF04082:23;PF00172:20	0.996
OG0005262	23	23	1034.4782608695652	60.59047820531984	0.00	GO:0005815:11	0.000	IPR012943:11	0.000	N/A	N/A	PF07989:11	0.000
OG0005263	23	23	123.6086956521739	4.2090908905325035	0.00	GO:0005743:23;GO:0005751:23	1.000	IPR001349:23	0.000	N/A	N/A	PF02046:23	0.000
OG0005264	23	23	597.4782608695652	20.378739059889785	0.00	N/A	N/A	IPR003137:23;IPR001841:22	1.000	N/A	N/A	PF02225:23;PF17123:12;PF13639:10	1.486
OG0005265	23	23	1082.9130434782608	193.15547084362944	0.00	GO:0003824:1;GO:0008270:1	1.000	IPR010666:1;IPR005135:1	1.000	N/A	N/A	PF06839:1;PF03372:1	1.000
OG0005266	23	23	534.2173913043479	15.830505833163938	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005267	23	23	829.8260869565217	14.436223081609805	0.00	N/A	N/A	IPR026000:23	0.000	N/A	N/A	PF12862:23	0.000
OG0005268	23	23	792.0	12.469092223155831	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005269	23	23	655.0	10.615820843152594	0.00	GO:0005634:23;GO:0051028:23	1.000	IPR005637:23;IPR002075:23;IPR040736:1	1.127	N/A	N/A	PF03943:23;PF02136:23;PF18444:1	1.127
OG0005270	23	23	1632.0869565217392	224.19807101591883	0.00	GO:0003677:23;GO:0005524:23;GO:0016787:23	1.585	IPR001650:23;IPR006935:23	1.000	N/A	N/A	PF00271:23;PF04851:23	1.000
OG0005271	23	23	851.2608695652174	26.35083925947405	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005272	23	23	130.7391304347826	30.97154007949926	0.00	N/A	N/A	IPR006175:23	0.000	N/A	N/A	PF01042:23	0.000
OG0005273	23	23	378.9130434782609	10.83839007569354	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005274	23	23	1664.8695652173913	213.33588628749698	0.00	GO:0005524:23;GO:0016020:23;GO:0055085:23;GO:0140359:23	2.000	IPR003439:49;IPR011527:39	0.991	N/A	N/A	PF00005:49;PF00664:39	0.991
OG0005275	23	23	1052.5217391304348	73.17095501525854	0.00	N/A	N/A	IPR021840:46	0.000	N/A	N/A	PF11915:46	0.000
OG0005276	23	23	433.9130434782609	13.934358672246285	0.00	N/A	N/A	IPR027795:23	0.000	N/A	N/A	PF13840:23	0.000
OG0005277	23	23	695.9565217391304	18.059029443008296	0.00	N/A	N/A	IPR025714:30	0.000	N/A	N/A	PF13679:30	0.000
OG0005278	23	23	121.21739130434783	6.379018063587574	0.00	GO:0003723:23;GO:0003735:23;GO:0005840:23;GO:0006412:23	2.000	IPR001892:23	0.000	N/A	N/A	PF00416:23	0.000
OG0005279	23	23	482.9130434782609	15.689689340672277	0.00	GO:0006508:23;GO:0070573:23	1.000	IPR008257:23	0.000	N/A	N/A	PF01244:23	0.000
OG0005280	23	23	890.5217391304348	71.81490069750717	0.00	GO:0035556:23;GO:0007165:22	1.000	IPR000591:23;IPR001060:23;IPR000198:22	1.585	N/A	N/A	PF00610:23;PF00611:23;PF00620:22	1.585
OG0005281	23	23	231.08695652173913	1.639539794344765	0.00	GO:0005886:23	0.000	IPR009571:23	0.000	N/A	N/A	PF06687:23	0.000
OG0005282	23	23	560.2173913043479	447.29243002583	0.00	GO:0015098:23;GO:0015689:23;GO:0003700:1;GO:0005515:1;GO:0006355:1;GO:0043565:1	1.482	IPR031563:46;IPR000253:1;IPR001766:1	0.292	N/A	N/A	PF16983:46;PF00498:1;PF00250:1	0.292
OG0005283	23	23	84.0	0.0	0.00	N/A	N/A	IPR001199:23	0.000	N/A	N/A	PF00173:23	0.000
OG0005284	23	23	71.95652173913044	3.042857079464816	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005285	23	23	200.0	0.0	0.00	N/A	N/A	IPR042855:23;IPR010908:23	1.000	N/A	N/A	PF00957:23;PF13774:23	1.000
OG0005286	23	23	233.1304347826087	5.439823748951774	0.00	N/A	N/A	IPR013272:23	0.000	N/A	N/A	PF08265:23	0.000
OG0005287	23	23	391.4347826086956	29.93445896702316	0.00	GO:0008608:2;GO:0042729:2;GO:0072686:2	1.585	IPR012336:23;IPR033468:23;IPR013959:2	1.208	N/A	N/A	PF17172:23;PF17171:23;PF08650:2	1.208
OG0005288	23	23	1061.1739130434783	8.057684282251234	0.00	GO:0008757:23	0.000	IPR013216:23	0.000	N/A	N/A	PF08241:23	0.000
OG0005289	23	23	332.04347826086956	31.734603608089557	0.00	GO:0005515:23	0.000	IPR001680:55	0.000	N/A	N/A	PF00400:55	0.000
OG0005290	23	23	1167.5652173913043	81.57462632298937	0.00	N/A	N/A	IPR009771:23	0.000	N/A	N/A	PF07064:23	0.000
OG0005291	23	23	439.5217391304348	4.2922535402380655	0.00	GO:0016301:23;GO:0016310:23;GO:0016774:23	1.585	IPR000890:23	0.000	N/A	N/A	PF00871:23	0.000
OG0005292	23	23	607.5217391304348	37.08142575610949	0.00	N/A	N/A	IPR002687:23;IPR019175:23	1.000	N/A	N/A	PF01798:23;PF09785:23	1.000
OG0005293	23	23	707.5217391304348	4.8172657337267974	0.00	GO:0006396:23;GO:0005515:4	0.605	IPR003107:23;IPR019734:4	0.605	N/A	N/A	PF02184:23;PF14559:19;PF13181:4;PF13428:1	1.453
OG0005294	23	23	731.2173913043479	13.730184208964507	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005295	23	23	182.17391304347825	12.317016062670811	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005296	23	23	1081.9130434782608	29.018604292506318	0.00	N/A	N/A	IPR006630:23	0.000	N/A	N/A	PF05383:23	0.000
OG0005297	23	23	527.6521739130435	4.913235856179703	0.00	GO:0046983:23	0.000	IPR011598:23	0.000	N/A	N/A	PF00010:23	0.000
OG0005298	23	23	805.9565217391304	48.97956828761184	0.00	GO:0032007:23	0.000	IPR005365:24	0.000	N/A	N/A	PF03666:24	0.000
OG0005299	23	23	653.695652173913	58.15155221122364	0.00	GO:0008138:17;GO:0016311:17;GO:0003735:1;GO:0005840:1;GO:0006412:1	1.453	IPR000073:20;IPR000340:17;IPR022742:3;IPR007523:1;IPR008195:1	1.567	N/A	N/A	PF12697:20;PF00782:17;PF12146:3;PF04430:1;PF01199:1	1.567
OG0005300	23	20	543.1739130434783	33.742828125477004	0.00	GO:0016020:23;GO:0055085:23	1.000	IPR004841:23	0.000	N/A	N/A	PF00324:23	0.000
OG0005301	23	23	564.9130434782609	24.39692254911826	0.00	N/A	N/A	IPR018108:23	0.000	N/A	N/A	PF00153:23	0.000
OG0005302	23	23	781.1304347826087	109.49183187634158	0.00	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
OG0005303	23	23	1068.7826086956522	55.75564430132232	0.00	GO:0003677:23;GO:0006351:23;GO:0008270:23;GO:0000981:14;GO:0006355:14	2.283	IPR007219:23;IPR001138:14	0.957	N/A	N/A	PF04082:23;PF00172:14	0.957
OG0005304	23	23	698.8260869565217	112.19030887927539	0.00	GO:0003677:22;GO:0006351:22;GO:0008270:22;GO:0000981:8;GO:0006355:8	2.183	IPR007219:22;IPR001138:8	0.837	N/A	N/A	PF04082:22;PF00172:8	0.837
OG0005305	23	23	785.3913043478261	162.9845922646984	0.00	GO:0000981:19;GO:0006355:19;GO:0008270:19;GO:0016020:2;GO:0055085:2	1.896	IPR001138:19;IPR021858:19;IPR004776:2	1.236	N/A	N/A	PF00172:19;PF11951:19;PF03547:2	1.236
OG0005306	23	23	364.2173913043478	15.33100445315091	0.00	GO:0016020:23	0.000	IPR007568:23	0.000	N/A	N/A	PF04479:23	0.000
OG0005307	23	23	478.39130434782606	2.8550356798925223	0.00	N/A	N/A	IPR039429:23	0.000	N/A	N/A	PF00464:23	0.000
OG0005308	23	23	419.30434782608694	10.972038701641614	0.00	GO:0005524:23;GO:0016887:23	1.000	IPR032501:23;IPR003959:23	1.000	N/A	N/A	PF16450:23;PF00004:23	1.000
OG0005309	23	23	546.0434782608696	32.616984453781484	0.00	GO:0005096:23	0.000	IPR037520:24	0.000	N/A	N/A	PF11704:24	0.000
OG0005310	23	23	609.3478260869565	106.38511202462257	0.00	GO:0004725:23;GO:0006470:23	1.000	IPR000242:63	0.000	N/A	N/A	PF00102:63	0.000
