#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0007039	19	19	IPR011701	Family Major facilitator superfamily
OG0007040	19	18	IPR023631	Domain Amidase signature domain
OG0007041	19	19	IPR004127	Family Prefoldin alpha-like
OG0007042	19	19	IPR002925	Domain Dienelactone hydrolase
OG0007043	19	18	IPR002293	Family Amino acid/polyamine transporter I
OG0007044	19	19	IPR010573	Family Major facilitator transporter Str1/Tri12-like
OG0007045	19	16	IPR006148	Domain Glucosamine/galactosamine-6-phosphate isomerase
OG0007046	19	18	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007047	19	19	IPR015914;IPR025733;IPR004843	Domain Purple acid phosphatase, N-terminal;Domain Iron/zinc purple acid phosphatase-like C-terminal domain;Domain Calcineurin-like phosphoesterase domain, ApaH type
OG0007048	19	19	None	None
OG0007049	19	19	IPR008758	Family Peptidase S28
OG0007050	19	19	IPR024766	Domain Zinc finger, RING-H2-type
OG0007051	19	19	IPR027450	Domain Alpha-ketoglutarate-dependent dioxygenase AlkB-like
OG0007052	19	19	None	None
OG0007053	19	18	None	None
OG0007054	19	19	IPR001619	Family Sec1-like protein
OG0007055	19	19	None	None
OG0007056	19	19	None	None
OG0007057	19	18	IPR003439;IPR011527	Domain ABC transporter-like, ATP-binding domain;Domain ABC transporter type 1, transmembrane domain
OG0007058	19	19	IPR011701	Family Major facilitator superfamily
OG0007059	19	16	IPR020946	Family Flavin monooxygenase-like
OG0007060	19	19	IPR011701	Family Major facilitator superfamily
OG0007061	19	19	None	None
OG0007062	19	17	None	None
OG0007063	19	19	IPR002938	Domain FAD-binding domain
OG0007064	19	9	None	None
OG0007065	19	7	IPR020946	Family Flavin monooxygenase-like
OG0007066	19	19	IPR010722;IPR007197	Domain Biotin and thiamin synthesis-associated domain;Domain Radical SAM
OG0007067	19	15	IPR021833	Family Protein of unknown function DUF3425
OG0007068	19	19	None	None
OG0007069	19	19	IPR001117;IPR011707;IPR011706	Domain Multicopper oxidase, second cupredoxin domain;Domain Multicopper oxidase-like, N-terminal;Domain Multicopper oxidase, C-terminal
OG0007070	19	19	IPR004923	Family Iron permease FTR1/Fip1/EfeU
OG0007071	19	19	IPR011701	Family Major facilitator superfamily
OG0007072	19	19	None	None
OG0007073	19	19	None	None
OG0007074	19	19	IPR006913	Domain CENP-V/GFA domain
OG0007075	19	18	None	None
OG0007076	19	19	IPR011701	Family Major facilitator superfamily
OG0007077	19	19	None	None
OG0007078	19	19	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal
OG0007079	19	17	IPR007219	Domain Transcription factor domain, fungi
OG0007080	19	19	IPR003378	Domain Fringe-like, glycosyltransferase domain
OG0007081	19	19	IPR000182	Domain GNAT domain
OG0007082	19	19	IPR000209;IPR010259	Domain Peptidase S8/S53 domain;Domain Peptidase S8 propeptide/proteinase inhibitor I9
OG0007083	19	12	IPR020946	Family Flavin monooxygenase-like
OG0007084	19	19	IPR001394	Domain Peptidase C19, ubiquitin carboxyl-terminal hydrolase
OG0007085	19	19	IPR019236	Domain Phosphatidate phosphatase APP1, catalytic domain
OG0007086	19	10	IPR002018	Domain Carboxylesterase, type B
OG0007087	19	19	None	None
OG0007088	19	19	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007089	19	19	IPR007568	Family RTA-like protein
OG0007090	19	19	None	None
OG0007091	19	19	None	None
OG0007092	19	10	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007093	19	19	IPR005321	Family Peptidase S58, DmpA
OG0007094	19	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007095	19	19	IPR011701	Family Major facilitator superfamily
OG0007096	19	19	IPR039535	Family Arylsulfotransferase-like
OG0007097	19	19	IPR011701	Family Major facilitator superfamily
OG0007098	19	19	IPR003439;IPR013525;IPR029481;IPR010929;IPR043926	Domain ABC transporter-like, ATP-binding domain;Domain ABC-2 type transporter, transmembrane domain;Domain Pleiotropic ABC efflux transporter, N-terminal domain;Domain CDR ABC transporter;Domain ABC transporter family G domain
OG0007099	19	19	None	None
OG0007100	19	19	IPR013094	Domain Alpha/beta hydrolase fold-3
OG0007101	19	19	None	None
OG0007102	19	19	IPR000182	Domain GNAT domain
OG0007103	19	19	IPR002293	Family Amino acid/polyamine transporter I
OG0007104	19	19	IPR002110;IPR018004	Repeat Ankyrin repeat;Domain KilA/APSES-type HTH, DNA-binding
OG0007105	19	19	IPR044861;IPR026992	Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Domain Non-haem dioxygenase N-terminal domain
OG0007106	19	19	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007107	19	19	IPR006035	Family Ureohydrolase
OG0007108	19	19	IPR002293	Family Amino acid/polyamine transporter I
OG0007109	19	18	None	None
OG0007110	19	19	IPR044861;IPR026992	Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain;Domain Non-haem dioxygenase N-terminal domain
OG0007111	19	19	IPR020946	Family Flavin monooxygenase-like
OG0007112	19	19	None	None
OG0007113	19	18	IPR007081;IPR000722;IPR007083;IPR007066;IPR007080	Domain RNA polymerase Rpb1, domain 5;Domain RNA polymerase, alpha subunit;Domain RNA polymerase Rpb1, domain 4;Domain RNA polymerase Rpb1, domain 3;Domain RNA polymerase Rpb1, domain 1
OG0007114	19	19	None	None
OG0007115	19	18	None	None
OG0007116	19	19	None	None
OG0007117	19	16	IPR006102;IPR041625;IPR041447	Domain Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich;Domain Beta-mannosidase, Ig-fold domain;Domain Mannosidase Ig/CBM-like domain
OG0007118	19	19	None	None
OG0007119	19	19	None	None
OG0007120	19	19	None	None
OG0007121	19	19	IPR000210	Domain BTB/POZ domain
OG0007122	19	13	IPR023210	Domain NADP-dependent oxidoreductase domain
OG0007123	19	12	IPR002575	Domain Aminoglycoside phosphotransferase
OG0007124	19	19	IPR027486	Domain Small ribosomal subunit protein uS10 domain
OG0007125	19	19	IPR000719	Domain Protein kinase domain
OG0007126	19	13	None	None
OG0007127	19	18	None	None
OG0007128	19	18	None	None
OG0007129	19	18	IPR010304	Domain Survival motor neuron, Tudor domain
OG0007130	19	19	None	None
OG0007131	19	19	IPR019182	Family Cytochrome b-c1 complex subunit 10, fungi
OG0007132	19	19	None	None
OG0007133	19	19	None	None
OG0007134	19	19	IPR005607;IPR013876	Domain BSD domain;Domain TFIIH p62 subunit, N-terminal
OG0007135	19	19	None	None
OG0007136	19	19	IPR041677;IPR018999;IPR041679;IPR040812	Domain DNA2/NAM7 helicase, helicase domain;Domain RNA helicase UPF1, Cys/His rich zinc-binding domain;Domain DNA2/NAM7 helicase-like, C-terminal;Domain RNA helicase UPF1, 1B domain
OG0007137	19	1	IPR001214	Domain SET domain
OG0007138	19	9	None	None
OG0007139	18	18	None	None
OG0007140	18	18	IPR000073	Domain Alpha/beta hydrolase fold-1
OG0007141	18	18	None	None
OG0007142	18	18	IPR006683	Domain Thioesterase domain
OG0007143	18	18	IPR019711	Family ATP synthase, F0 complex, subunit H
OG0007144	18	18	None	None
OG0007145	18	18	None	None
OG0007146	18	18	None	None
OG0007147	18	18	IPR003819	Domain TauD/TfdA-like domain
OG0007148	18	18	IPR008030	Domain NmrA-like domain
OG0007149	18	15	IPR006680	Domain Amidohydrolase-related
OG0007150	18	11	IPR007219	Domain Transcription factor domain, fungi
OG0007151	18	18	None	None
OG0007152	18	18	IPR008914	Family Phosphatidylethanolamine-binding protein
OG0007153	18	18	IPR046529	Domain Domain of unknown function DUF6594
OG0007154	18	18	None	None
OG0007155	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007156	18	18	IPR018531	Family Protein of unknown function DUF1993
OG0007157	18	18	None	None
OG0007158	18	18	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal
OG0007159	18	18	IPR008914	Family Phosphatidylethanolamine-binding protein
OG0007160	18	18	IPR008313	Family Metal-independent alpha-mannosidase
OG0007161	18	18	None	None
OG0007162	18	18	IPR000683;IPR004104	Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal;Domain Gfo/Idh/MocA-like oxidoreductase, C-terminal
OG0007163	18	18	IPR013766	Domain Thioredoxin domain
OG0007164	18	18	IPR013700;IPR001138	Domain Aflatoxin regulatory protein;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007165	18	18	None	None
OG0007166	18	18	IPR000608	Domain Ubiquitin-conjugating enzyme E2
OG0007167	18	18	IPR007219	Domain Transcription factor domain, fungi
OG0007168	18	12	None	None
OG0007169	18	18	IPR000073	Domain Alpha/beta hydrolase fold-1
OG0007170	18	17	IPR002938	Domain FAD-binding domain
OG0007171	18	18	IPR010730	Domain Heterokaryon incompatibility
OG0007172	18	18	IPR041371;IPR012939	Domain Glycosyl hydrolase family 92 N-terminal domain;Domain Glycosyl hydrolase family 92
OG0007173	18	18	IPR002893	Domain Zinc finger, MYND-type
OG0007174	18	18	IPR013121;IPR013112;IPR013130	Domain Ferric reductase, NAD binding domain;Domain FAD-binding 8;Domain Ferric reductase transmembrane component-like domain
OG0007175	18	18	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007176	18	18	IPR001585	Family Transaldolase/Fructose-6-phosphate aldolase
OG0007177	18	18	IPR006108;IPR006176	Domain 3-hydroxyacyl-CoA dehydrogenase, C-terminal;Domain 3-hydroxyacyl-CoA dehydrogenase, NAD binding
OG0007178	18	18	IPR001425	Family Archaeal/bacterial/fungal rhodopsins
OG0007179	18	18	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007180	18	18	IPR025700	Family L-lysine 6-monooxygenase/L-ornithine 5-monooxygenase
OG0007181	18	17	None	None
OG0007182	18	18	None	None
OG0007183	18	18	None	None
OG0007184	18	18	IPR011701	Family Major facilitator superfamily
OG0007185	18	18	None	None
OG0007186	18	17	IPR002110;IPR000433	Repeat Ankyrin repeat;Domain Zinc finger, ZZ-type
OG0007187	18	18	IPR011701	Family Major facilitator superfamily
OG0007188	18	18	IPR000073	Domain Alpha/beta hydrolase fold-1
OG0007189	18	16	IPR010737;IPR031475	Domain Four-carbon acid sugar kinase, N-terminal domain;Domain Four-carbon acid sugar kinase, nucleotide binding domain
OG0007190	18	18	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007191	18	18	IPR007184	Family Mannoside phosphorylase
OG0007192	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007193	18	18	IPR003165;IPR014811;IPR032474;IPR003100	Domain Piwi domain;Domain Argonaute, linker 1 domain;Domain Protein argonaute, N-terminal;Domain PAZ domain
OG0007194	18	17	IPR004443	Domain YjeF N-terminal domain
OG0007195	18	18	IPR023210	Domain NADP-dependent oxidoreductase domain
OG0007196	18	16	IPR011701	Family Major facilitator superfamily
OG0007197	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007198	18	17	None	None
OG0007199	18	14	IPR026891;IPR002772;IPR001764;IPR011658	Domain Fibronectin type III-like domain;Domain Glycoside hydrolase family 3 C-terminal domain;Domain Glycoside hydrolase, family 3, N-terminal;Domain PA14 domain
OG0007200	18	18	IPR013923	Domain Autophagy-related protein 16 domain
OG0007201	18	18	None	None
OG0007202	18	16	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007203	18	18	IPR022214	Family Mitotic-spindle organizing protein 1
OG0007204	18	18	None	None
OG0007205	18	18	IPR013087	Domain Zinc finger C2H2-type
OG0007206	18	18	None	None
OG0007207	18	18	IPR024041	Domain Ammonium transporter AmtB-like domain
OG0007208	18	18	None	None
OG0007209	18	17	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007210	18	12	IPR035396;IPR013737	Domain Alpha-L-rhamnosidase, six-hairpin glycosidase domain;Domain Bacterial alpha-L-rhamnosidase N-terminal
OG0007211	18	14	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007212	18	15	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007213	18	16	None	None
OG0007214	18	18	None	None
OG0007215	18	18	IPR010573	Family Major facilitator transporter Str1/Tri12-like
OG0007216	18	18	IPR021833	Family Protein of unknown function DUF3425
OG0007217	18	18	IPR010839	Family Acyclic terpene utilisation
OG0007218	18	18	IPR023210	Domain NADP-dependent oxidoreductase domain
OG0007219	18	17	None	None
OG0007220	18	18	IPR004104;IPR000683	Domain Gfo/Idh/MocA-like oxidoreductase, C-terminal;Domain Gfo/Idh/MocA-like oxidoreductase, N-terminal
OG0007221	18	13	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi
OG0007222	18	18	None	None
OG0007223	18	18	IPR008030	Domain NmrA-like domain
OG0007224	18	18	IPR000262	Domain FMN-dependent dehydrogenase
OG0007225	18	15	IPR016040	Domain NAD(P)-binding domain
OG0007226	18	17	IPR004045;IPR004046	Domain Glutathione S-transferase, N-terminal;Domain Glutathione S-transferase, C-terminal
OG0007227	18	12	None	None
OG0007228	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007229	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007230	18	18	IPR001509	Domain NAD-dependent epimerase/dehydratase
OG0007231	18	17	IPR013154;IPR013149	Domain Alcohol dehydrogenase-like, N-terminal;Domain Alcohol dehydrogenase-like, C-terminal
OG0007232	18	18	IPR000760	Family Inositol monophosphatase-like
OG0007233	18	18	IPR002938	Domain FAD-binding domain
OG0007234	18	18	IPR001117;IPR011706;IPR011707	Domain Multicopper oxidase, second cupredoxin domain;Domain Multicopper oxidase, C-terminal;Domain Multicopper oxidase-like, N-terminal
OG0007235	18	17	None	None
OG0007236	18	17	None	None
OG0007237	18	17	IPR007219	Domain Transcription factor domain, fungi
OG0007238	18	18	None	None
OG0007239	18	18	IPR000073	Domain Alpha/beta hydrolase fold-1
OG0007240	18	18	IPR000352	Domain Peptide chain release factor class I
OG0007241	18	18	IPR002110	Repeat Ankyrin repeat
OG0007242	18	17	IPR001279	Domain Metallo-beta-lactamase
OG0007243	18	18	None	None
OG0007244	18	18	IPR004294	Family Carotenoid oxygenase
OG0007245	18	18	IPR037401	Domain SnoaL-like domain
OG0007246	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007247	18	18	IPR001128	Family Cytochrome P450
OG0007248	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007249	18	14	IPR013830	Domain SGNH hydrolase-type esterase domain
OG0007250	18	18	IPR003495;IPR011629	Domain CobW/HypB/UreG, nucleotide-binding domain;Domain Zinc chaperone CobW-like, C-terminal
OG0007251	18	16	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007252	18	18	IPR005135;IPR001611	Domain Endonuclease/exonuclease/phosphatase;Repeat Leucine-rich repeat
OG0007253	18	18	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type
OG0007254	18	18	IPR040605;IPR006102;IPR032311;IPR006103;IPR006104	Domain Glycoside hydrolase family 2, domain 5;Domain Glycoside hydrolase, family 2, immunoglobulin-like beta-sandwich;Domain Domain of unknown function DUF4982;Domain Glycoside hydrolase family 2, catalytic domain;Domain Glycosyl hydrolases family 2, sugar binding domain
OG0007255	18	18	None	None
OG0007256	18	17	IPR002227	Domain Tyrosinase copper-binding domain
OG0007257	18	18	None	None
OG0007258	18	15	IPR002018	Domain Carboxylesterase, type B
OG0007259	18	15	IPR005828	Family Major facilitator, sugar transporter-like
OG0007260	18	18	IPR001926	Domain Tryptophan synthase beta chain-like, PALP domain
OG0007261	18	18	None	None
OG0007262	18	18	None	None
OG0007263	18	18	None	None
OG0007264	18	18	IPR001000	Domain Glycoside hydrolase family 10 domain
OG0007265	18	18	None	None
OG0007266	18	18	None	None
OG0007267	18	12	IPR004235	Family Scytalone dehydratase
OG0007268	18	18	IPR018712	Domain T6SS, Phospholipase effector Tle1-like, catalytic domain
OG0007269	18	13	None	None
OG0007270	18	18	IPR021822	Family Protein of unknown function DUF3405
OG0007271	18	18	None	None
OG0007272	18	18	None	None
OG0007273	18	18	IPR003819	Domain TauD/TfdA-like domain
OG0007274	18	18	IPR001466	Domain Beta-lactamase-related
OG0007275	18	18	None	None
OG0007276	18	18	IPR001223	Domain Glycoside hydrolase family 18, catalytic domain
OG0007277	18	18	IPR001128	Family Cytochrome P450
OG0007278	18	18	IPR011701	Family Major facilitator superfamily
OG0007279	18	18	IPR021840	Family Protein of unknown function DUF3433
OG0007280	18	18	IPR001126;IPR017961	Domain UmuC domain;Domain DNA polymerase, Y-family, little finger domain
OG0007281	18	18	IPR007396	Family Transcriptional regulator PAI 2-type
OG0007282	18	18	None	None
OG0007283	18	18	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007284	18	18	IPR002225	Domain 3-beta hydroxysteroid dehydrogenase/isomerase
OG0007285	18	16	IPR021848	Family Haem-dependent oxidative N-demethylase, alpha subunit-like
OG0007286	18	18	IPR011058	Domain Cyanovirin-N
OG0007287	18	18	IPR006076	Domain FAD dependent oxidoreductase
OG0007288	18	18	IPR021833	Family Protein of unknown function DUF3425
OG0007289	18	18	None	None
OG0007290	18	18	IPR004843	Domain Calcineurin-like phosphoesterase domain, ApaH type
OG0007291	18	18	None	None
OG0007292	18	17	IPR011650;IPR002933	Domain Peptidase M20, dimerisation domain;Family Peptidase M20
OG0007293	18	18	IPR007219	Domain Transcription factor domain, fungi
OG0007294	18	18	IPR012941;IPR002938	Domain Phenol hydroxylase-like, C-terminal dimerisation domain;Domain FAD-binding domain
OG0007295	18	15	IPR020946	Family Flavin monooxygenase-like
OG0007296	18	15	IPR035396	Domain Alpha-L-rhamnosidase, six-hairpin glycosidase domain
OG0007297	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007298	18	18	None	None
OG0007299	18	18	IPR003953	Domain FAD-dependent oxidoreductase 2, FAD binding domain
OG0007300	18	18	None	None
OG0007301	18	18	IPR005103	Domain Auxiliary Activity family 9, catalytic domain
OG0007302	18	18	IPR006094;IPR004113	Domain FAD linked oxidase, N-terminal;Domain FAD-binding oxidoreductase/transferase, type 4, C-terminal
OG0007303	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007304	18	18	IPR001248	Family Purine-cytosine permease
OG0007305	18	18	IPR006680	Domain Amidohydrolase-related
OG0007306	18	18	IPR025337	Family Questin oxidase-like
OG0007307	18	18	IPR000626	Domain Ubiquitin-like domain
OG0007308	18	18	IPR002867	Domain IBR domain
OG0007309	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007310	18	18	IPR009081;IPR014031;IPR014030;IPR001031;IPR014043;IPR032088;IPR020807	Domain Phosphopantetheine binding ACP domain;Domain Beta-ketoacyl synthase, C-terminal;Domain Beta-ketoacyl synthase-like, N-terminal;Domain Thioesterase;Domain Acyl transferase domain;Domain Starter unit:ACP transacylase;Domain Polyketide synthase, dehydratase domain
OG0007311	18	18	None	None
OG0007312	18	18	None	None
OG0007313	18	18	IPR002293	Family Amino acid/polyamine transporter I
OG0007314	18	18	None	None
OG0007315	18	18	None	None
OG0007316	18	18	IPR007325	Family Kynurenine formamidase/cyclase-like
OG0007317	18	18	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007318	18	18	IPR041698	Domain Methyltransferase domain 25
OG0007319	18	18	IPR008030	Domain NmrA-like domain
OG0007320	18	16	IPR029476	N/A
OG0007321	18	18	IPR026992;IPR044861	Domain Non-haem dioxygenase N-terminal domain;Domain Isopenicillin N synthase-like, Fe(2+) 2OG dioxygenase domain
OG0007322	18	18	IPR010573	Family Major facilitator transporter Str1/Tri12-like
OG0007323	18	18	IPR011701;IPR010291	Family Major facilitator superfamily;Family Ion channel regulatory protein, UNC-93
OG0007324	18	18	IPR002731	Domain ATPase, BadF/BadG/BcrA/BcrD type
OG0007325	18	18	IPR001347	Domain SIS domain
OG0007326	18	17	None	None
OG0007327	18	18	None	None
OG0007328	18	18	None	None
OG0007329	18	18	IPR033432;IPR010383	Domain Glycosyl hydrolase 36, catalytic domain;Domain Glycosyl hydrolase 94
OG0007330	18	18	None	None
OG0007331	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007332	18	18	None	None
OG0007333	18	14	IPR001248	Family Purine-cytosine permease
OG0007334	18	18	None	None
OG0007335	18	18	IPR001300	Domain Peptidase C2, calpain, catalytic domain
OG0007336	18	18	None	None
OG0007337	18	17	IPR011701	Family Major facilitator superfamily
OG0007338	18	18	IPR001810;IPR001611	Domain F-box domain;Repeat Leucine-rich repeat
OG0007339	18	12	IPR021476;IPR001128	Family Egh16-like virulence factor;Family Cytochrome P450
OG0007340	18	18	IPR025676	Domain Clr5 domain
OG0007341	18	18	IPR002629	Domain Cobalamin-independent methionine synthase MetE, C-terminal/archaeal
OG0007342	18	18	None	None
OG0007343	18	18	None	None
OG0007344	18	18	IPR011598	Domain Myc-type, basic helix-loop-helix (bHLH) domain
OG0007345	18	18	IPR000504	Domain RNA recognition motif domain
OG0007346	18	18	IPR024974	Domain Sde2, ubiquitin domain
OG0007347	18	18	IPR006132;IPR006131	Domain Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding;Domain Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
OG0007348	18	18	IPR005113;IPR001194;IPR005112	Domain uDENN domain;Domain cDENN domain;Domain dDENN domain
OG0007349	18	18	IPR001204	Family Phosphate transporter
OG0007350	18	18	IPR018108	Repeat Mitochondrial substrate/solute carrier
OG0007351	18	18	IPR004114	Domain THUMP domain
OG0007352	18	18	IPR006571	Domain TLDc domain
OG0007353	18	18	IPR008427	Domain Extracellular membrane protein, CFEM domain
OG0007354	18	18	IPR033121	Domain Peptidase family A1 domain
OG0007355	18	18	IPR041437;IPR031924	Domain Gylcosyl hydrolase 115 C-terminal domain;Family Glycosyl hydrolase family 115
OG0007356	18	17	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007357	18	18	IPR004827	Domain Basic-leucine zipper domain
OG0007358	18	18	IPR046530	Domain Copper acquisition factor BIM1-like domain
OG0007359	18	18	None	None
OG0007360	18	18	IPR001433;IPR008333	Domain Oxidoreductase FAD/NAD(P)-binding;Domain Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain
OG0007361	18	18	IPR019791;IPR001128	Family Haem peroxidase, animal-type;Family Cytochrome P450
OG0007362	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007363	18	8	IPR001223;IPR000209	Domain Glycoside hydrolase family 18, catalytic domain;Domain Peptidase S8/S53 domain
OG0007364	18	12	IPR011701	Family Major facilitator superfamily
OG0007365	18	18	IPR010730	Domain Heterokaryon incompatibility
OG0007366	18	18	IPR013149;IPR013154	Domain Alcohol dehydrogenase-like, C-terminal;Domain Alcohol dehydrogenase-like, N-terminal
OG0007367	18	17	IPR002938	Domain FAD-binding domain
OG0007368	18	18	IPR005828	Family Major facilitator, sugar transporter-like
OG0007369	18	18	None	None
OG0007370	18	18	IPR002347	Family Short-chain dehydrogenase/reductase SDR
OG0007371	18	13	IPR021858;IPR001138	Family Fungal transcription factor;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007372	18	18	None	None
OG0007373	18	18	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007374	18	18	IPR004130	Family GPN-loop GTPase
OG0007375	18	18	IPR008334;IPR004843	Domain 5'-Nucleotidase, C-terminal;Domain Calcineurin-like phosphoesterase domain, ApaH type
OG0007376	18	18	IPR003959	Domain ATPase, AAA-type, core
OG0007377	18	16	IPR002938	Domain FAD-binding domain
OG0007378	18	18	None	None
OG0007379	18	18	IPR003010	Domain Carbon-nitrogen hydrolase
OG0007380	18	17	IPR002220	Family DapA-like
OG0007381	18	17	IPR011701	Family Major facilitator superfamily
OG0007382	18	18	IPR012978	Domain Ribosomal RNA-processing protein 12-like, conserved domain
OG0007383	18	18	IPR006555;IPR010643;IPR010614	Domain ATP-dependent helicase, C-terminal;Domain Helical and beta-bridge domain;Domain RAD3-like helicase, DEAD
OG0007384	18	18	IPR018829	Domain Domain of unknown function DUF2433
OG0007385	18	18	None	None
OG0007386	18	5	None	None
OG0007387	18	11	IPR011659	Repeat WD40-like beta propeller
OG0007388	18	17	None	None
OG0007389	18	18	IPR006683	Domain Thioesterase domain
OG0007390	18	18	IPR018608	Family Gti1/Pac2 family
OG0007391	18	16	IPR007312	Family Phosphoesterase
OG0007392	18	18	None	None
OG0007393	18	15	IPR006094	Domain FAD linked oxidase, N-terminal
OG0007394	18	16	IPR006913	Domain CENP-V/GFA domain
OG0007395	18	14	None	None
OG0007396	18	18	None	None
OG0007397	18	17	None	None
OG0007398	18	16	None	None
OG0007399	18	11	None	None
OG0007400	18	11	None	None
OG0007401	17	17	None	None
OG0007402	17	17	IPR000608	Domain Ubiquitin-conjugating enzyme E2
OG0007403	17	17	IPR000866	Domain Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
OG0007404	17	17	IPR011701	Family Major facilitator superfamily
OG0007405	17	17	IPR025887;IPR000322	Domain Glycoside hydrolase family 31, N-terminal domain;Domain Glycoside hydrolase family 31, TIM barrel domain
OG0007406	17	17	IPR011701	Family Major facilitator superfamily
OG0007407	17	16	IPR001128	Family Cytochrome P450
OG0007408	17	14	IPR007219;IPR001138	Domain Transcription factor domain, fungi;Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007409	17	17	IPR003378	Domain Fringe-like, glycosyltransferase domain
OG0007410	17	17	IPR001138;IPR021858	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Family Fungal transcription factor
OG0007411	17	17	None	None
OG0007412	17	17	IPR000905	Domain Gcp-like domain
OG0007413	17	11	IPR002110	Repeat Ankyrin repeat
OG0007414	17	17	IPR001138	Domain Zn(2)Cys(6) fungal-type DNA-binding domain
OG0007415	17	17	IPR001138;IPR007219	Domain Zn(2)Cys(6) fungal-type DNA-binding domain;Domain Transcription factor domain, fungi
OG0007416	17	17	IPR024320;IPR004364;IPR004365	Domain Phosphatidylglycerol lysyltransferase, C-terminal;Domain Aminoacyl-tRNA synthetase, class II (D/K/N);Domain OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
OG0007417	17	16	None	None
OG0007418	17	17	None	None
OG0007419	17	17	None	None
OG0007420	17	15	IPR004119	Family Ecdysteroid kinase-like
OG0007421	17	17	IPR006680	Domain Amidohydrolase-related
OG0007422	17	17	IPR001155	Domain NADH:flavin oxidoreductase/NADH oxidase, N-terminal
OG0007423	17	13	IPR013094	Domain Alpha/beta hydrolase fold-3
OG0007424	17	14	IPR005828	Family Major facilitator, sugar transporter-like
OG0007425	17	15	IPR021047	Family Mannosyltransferase 1, CMT1
OG0007426	17	15	None	None
OG0007427	17	17	IPR006140;IPR006139	Domain D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain;Domain D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
OG0007428	17	17	None	None
OG0007429	17	17	None	None
OG0007430	17	17	IPR006094	Domain FAD linked oxidase, N-terminal
OG0007431	17	16	IPR005828	Family Major facilitator, sugar transporter-like
