NODE_1_length_651419_cov_79.581183	SEPCBS119000_NODE1
NODE_860_length_301_cov_0.160920	SEPCBS119000_NODE860
NODE_861_length_300_cov_1396.104046	SEPCBS119000_NODE861
NODE_862_length_300_cov_155.583815	SEPCBS119000_NODE862
NODE_863_length_300_cov_71.809249	SEPCBS119000_NODE863
NODE_864_length_300_cov_1.254335	SEPCBS119000_NODE864
NODE_865_length_300_cov_1.202312	SEPCBS119000_NODE865
NODE_866_length_300_cov_0.878613	SEPCBS119000_NODE866
NODE_867_length_300_cov_0.832370	SEPCBS119000_NODE867
NODE_868_length_300_cov_0.670520	SEPCBS119000_NODE868
NODE_869_length_299_cov_124.767442	SEPCBS119000_NODE869
NODE_870_length_299_cov_39.011628	SEPCBS119000_NODE870
NODE_871_length_299_cov_1.918605	SEPCBS119000_NODE871
NODE_872_length_299_cov_1.174419	SEPCBS119000_NODE872
NODE_873_length_299_cov_0.906977	SEPCBS119000_NODE873
NODE_874_length_299_cov_0.715116	SEPCBS119000_NODE874
NODE_875_length_299_cov_0.500000	SEPCBS119000_NODE875
NODE_876_length_298_cov_98.631579	SEPCBS119000_NODE876
NODE_877_length_298_cov_57.163743	SEPCBS119000_NODE877
NODE_878_length_298_cov_2.000000	SEPCBS119000_NODE878
NODE_879_length_298_cov_1.356725	SEPCBS119000_NODE879
NODE_880_length_298_cov_1.245614	SEPCBS119000_NODE880
NODE_881_length_298_cov_0.994152	SEPCBS119000_NODE881
NODE_882_length_298_cov_0.883041	SEPCBS119000_NODE882
NODE_883_length_298_cov_0.847953	SEPCBS119000_NODE883
NODE_884_length_298_cov_0.795322	SEPCBS119000_NODE884
NODE_885_length_298_cov_0.730994	SEPCBS119000_NODE885
NODE_886_length_298_cov_0.333333	SEPCBS119000_NODE886
NODE_887_length_298_cov_0.263158	SEPCBS119000_NODE887
NODE_888_length_298_cov_0.222222	SEPCBS119000_NODE888
NODE_889_length_297_cov_339.241176	SEPCBS119000_NODE889
NODE_890_length_297_cov_1.376471	SEPCBS119000_NODE890
NODE_891_length_297_cov_1.152941	SEPCBS119000_NODE891
NODE_892_length_297_cov_0.958824	SEPCBS119000_NODE892
NODE_893_length_297_cov_0.882353	SEPCBS119000_NODE893
NODE_894_length_297_cov_0.770588	SEPCBS119000_NODE894
NODE_895_length_297_cov_0.700000	SEPCBS119000_NODE895
NODE_896_length_297_cov_0.688235	SEPCBS119000_NODE896
NODE_897_length_297_cov_0.658824	SEPCBS119000_NODE897
NODE_898_length_297_cov_0.652941	SEPCBS119000_NODE898
NODE_899_length_297_cov_0.611765	SEPCBS119000_NODE899
NODE_900_length_297_cov_0.270588	SEPCBS119000_NODE900
NODE_901_length_296_cov_2.289941	SEPCBS119000_NODE901
NODE_902_length_296_cov_1.627219	SEPCBS119000_NODE902
NODE_903_length_296_cov_1.218935	SEPCBS119000_NODE903
NODE_904_length_296_cov_0.982249	SEPCBS119000_NODE904
NODE_905_length_296_cov_0.887574	SEPCBS119000_NODE905
NODE_906_length_296_cov_0.863905	SEPCBS119000_NODE906
NODE_907_length_296_cov_0.698225	SEPCBS119000_NODE907
NODE_908_length_296_cov_0.644970	SEPCBS119000_NODE908
NODE_909_length_296_cov_0.431953	SEPCBS119000_NODE909
NODE_910_length_296_cov_0.426036	SEPCBS119000_NODE910
NODE_911_length_295_cov_45.267857	SEPCBS119000_NODE911
NODE_912_length_295_cov_0.952381	SEPCBS119000_NODE912
NODE_913_length_295_cov_0.773810	SEPCBS119000_NODE913
NODE_914_length_295_cov_0.708333	SEPCBS119000_NODE914
NODE_915_length_295_cov_0.672619	SEPCBS119000_NODE915
NODE_916_length_295_cov_0.523810	SEPCBS119000_NODE916
NODE_917_length_295_cov_0.511905	SEPCBS119000_NODE917
NODE_918_length_294_cov_192.928144	SEPCBS119000_NODE918
NODE_919_length_294_cov_61.874251	SEPCBS119000_NODE919
NODE_920_length_294_cov_45.694611	SEPCBS119000_NODE920
NODE_921_length_294_cov_1.329341	SEPCBS119000_NODE921
NODE_922_length_294_cov_1.191617	SEPCBS119000_NODE922
NODE_923_length_294_cov_1.119760	SEPCBS119000_NODE923
NODE_924_length_294_cov_0.766467	SEPCBS119000_NODE924
NODE_925_length_294_cov_0.658683	SEPCBS119000_NODE925
NODE_926_length_294_cov_0.485030	SEPCBS119000_NODE926
NODE_927_length_294_cov_0.407186	SEPCBS119000_NODE927
NODE_928_length_294_cov_0.407186	SEPCBS119000_NODE928
NODE_929_length_294_cov_0.389222	SEPCBS119000_NODE929
NODE_930_length_293_cov_2.662651	SEPCBS119000_NODE930
NODE_931_length_293_cov_1.271084	SEPCBS119000_NODE931
NODE_932_length_293_cov_1.132530	SEPCBS119000_NODE932
NODE_933_length_293_cov_0.662651	SEPCBS119000_NODE933
NODE_934_length_293_cov_0.650602	SEPCBS119000_NODE934
NODE_935_length_293_cov_0.566265	SEPCBS119000_NODE935
NODE_936_length_293_cov_0.548193	SEPCBS119000_NODE936
NODE_937_length_293_cov_0.421687	SEPCBS119000_NODE937
NODE_938_length_293_cov_0.397590	SEPCBS119000_NODE938
NODE_939_length_293_cov_0.156627	SEPCBS119000_NODE939
NODE_940_length_292_cov_0.987879	SEPCBS119000_NODE940
NODE_941_length_292_cov_0.787879	SEPCBS119000_NODE941
NODE_942_length_292_cov_0.751515	SEPCBS119000_NODE942
NODE_943_length_292_cov_0.600000	SEPCBS119000_NODE943
NODE_944_length_292_cov_0.503030	SEPCBS119000_NODE944
NODE_945_length_292_cov_0.412121	SEPCBS119000_NODE945
NODE_946_length_292_cov_0.406061	SEPCBS119000_NODE946
NODE_947_length_292_cov_0.387879	SEPCBS119000_NODE947
NODE_948_length_292_cov_0.272727	SEPCBS119000_NODE948
NODE_949_length_292_cov_0.272727	SEPCBS119000_NODE949
NODE_950_length_292_cov_0.163636	SEPCBS119000_NODE950
NODE_951_length_291_cov_2.182927	SEPCBS119000_NODE951
NODE_952_length_291_cov_1.560976	SEPCBS119000_NODE952
NODE_953_length_291_cov_1.054878	SEPCBS119000_NODE953
NODE_954_length_291_cov_1.000000	SEPCBS119000_NODE954
NODE_955_length_291_cov_0.896341	SEPCBS119000_NODE955
NODE_956_length_291_cov_0.707317	SEPCBS119000_NODE956
NODE_957_length_291_cov_0.707317	SEPCBS119000_NODE957
NODE_958_length_291_cov_0.310976	SEPCBS119000_NODE958
NODE_959_length_290_cov_195.822086	SEPCBS119000_NODE959
NODE_960_length_290_cov_2.319018	SEPCBS119000_NODE960
NODE_961_length_290_cov_2.257669	SEPCBS119000_NODE961
NODE_962_length_290_cov_1.220859	SEPCBS119000_NODE962
NODE_963_length_290_cov_0.588957	SEPCBS119000_NODE963
NODE_964_length_290_cov_0.570552	SEPCBS119000_NODE964
NODE_965_length_290_cov_0.368098	SEPCBS119000_NODE965
NODE_966_length_289_cov_2.179012	SEPCBS119000_NODE966
NODE_967_length_289_cov_0.561728	SEPCBS119000_NODE967
NODE_968_length_289_cov_0.537037	SEPCBS119000_NODE968
NODE_969_length_289_cov_0.500000	SEPCBS119000_NODE969
NODE_970_length_289_cov_0.475309	SEPCBS119000_NODE970
NODE_971_length_289_cov_0.469136	SEPCBS119000_NODE971
NODE_972_length_289_cov_0.444444	SEPCBS119000_NODE972
NODE_973_length_289_cov_0.425926	SEPCBS119000_NODE973
NODE_974_length_289_cov_0.407407	SEPCBS119000_NODE974
NODE_975_length_289_cov_0.388889	SEPCBS119000_NODE975
NODE_976_length_289_cov_0.376543	SEPCBS119000_NODE976
NODE_977_length_289_cov_0.370370	SEPCBS119000_NODE977
NODE_978_length_289_cov_0.345679	SEPCBS119000_NODE978
NODE_979_length_289_cov_0.320988	SEPCBS119000_NODE979
NODE_980_length_288_cov_1.416149	SEPCBS119000_NODE980
NODE_981_length_288_cov_1.093168	SEPCBS119000_NODE981
NODE_982_length_288_cov_0.677019	SEPCBS119000_NODE982
NODE_983_length_288_cov_0.559006	SEPCBS119000_NODE983
NODE_984_length_288_cov_0.521739	SEPCBS119000_NODE984
NODE_985_length_288_cov_0.521739	SEPCBS119000_NODE985
NODE_986_length_288_cov_0.521739	SEPCBS119000_NODE986
NODE_987_length_288_cov_0.385093	SEPCBS119000_NODE987
NODE_988_length_288_cov_0.372671	SEPCBS119000_NODE988
NODE_989_length_288_cov_0.366460	SEPCBS119000_NODE989
NODE_990_length_288_cov_0.273292	SEPCBS119000_NODE990
NODE_991_length_288_cov_0.267081	SEPCBS119000_NODE991
NODE_992_length_287_cov_170.506250	SEPCBS119000_NODE992
NODE_993_length_287_cov_1.350000	SEPCBS119000_NODE993
NODE_994_length_287_cov_0.712500	SEPCBS119000_NODE994
NODE_995_length_287_cov_0.637500	SEPCBS119000_NODE995
NODE_996_length_287_cov_0.612500	SEPCBS119000_NODE996
NODE_997_length_287_cov_0.575000	SEPCBS119000_NODE997
NODE_998_length_287_cov_0.506250	SEPCBS119000_NODE998
NODE_999_length_287_cov_0.450000	SEPCBS119000_NODE999
NODE_1000_length_287_cov_0.375000	SEPCBS119000_NODE1000
NODE_1001_length_287_cov_0.268750	SEPCBS119000_NODE1001
NODE_1002_length_286_cov_159.968553	SEPCBS119000_NODE1002
NODE_1003_length_286_cov_1.075472	SEPCBS119000_NODE1003
NODE_1004_length_286_cov_0.572327	SEPCBS119000_NODE1004
NODE_1005_length_286_cov_0.559748	SEPCBS119000_NODE1005
NODE_1006_length_286_cov_0.547170	SEPCBS119000_NODE1006
NODE_1007_length_286_cov_0.339623	SEPCBS119000_NODE1007
NODE_1008_length_286_cov_0.289308	SEPCBS119000_NODE1008
NODE_1009_length_285_cov_455.094937	SEPCBS119000_NODE1009
NODE_1010_length_285_cov_10.594937	SEPCBS119000_NODE1010
NODE_1011_length_285_cov_1.575949	SEPCBS119000_NODE1011
NODE_1012_length_285_cov_1.044304	SEPCBS119000_NODE1012
NODE_1013_length_285_cov_0.892405	SEPCBS119000_NODE1013
NODE_1014_length_285_cov_0.481013	SEPCBS119000_NODE1014
NODE_1015_length_285_cov_0.335443	SEPCBS119000_NODE1015
NODE_1016_length_284_cov_436.025478	SEPCBS119000_NODE1016
NODE_1017_length_284_cov_111.369427	SEPCBS119000_NODE1017
NODE_1018_length_284_cov_81.318471	SEPCBS119000_NODE1018
NODE_1019_length_284_cov_2.312102	SEPCBS119000_NODE1019
NODE_1020_length_284_cov_0.668790	SEPCBS119000_NODE1020
NODE_1021_length_284_cov_0.585987	SEPCBS119000_NODE1021
NODE_1022_length_284_cov_0.585987	SEPCBS119000_NODE1022
NODE_1023_length_284_cov_0.560510	SEPCBS119000_NODE1023
NODE_1024_length_284_cov_0.541401	SEPCBS119000_NODE1024
NODE_1025_length_284_cov_0.503185	SEPCBS119000_NODE1025
NODE_1026_length_284_cov_0.445860	SEPCBS119000_NODE1026
NODE_1027_length_284_cov_0.350318	SEPCBS119000_NODE1027
NODE_1028_length_284_cov_0.312102	SEPCBS119000_NODE1028
NODE_1029_length_284_cov_0.305732	SEPCBS119000_NODE1029
NODE_1030_length_284_cov_0.222930	SEPCBS119000_NODE1030
NODE_1031_length_284_cov_0.203822	SEPCBS119000_NODE1031
NODE_1032_length_283_cov_288.294872	SEPCBS119000_NODE1032
NODE_1033_length_283_cov_4.410256	SEPCBS119000_NODE1033
NODE_1034_length_283_cov_1.179487	SEPCBS119000_NODE1034
NODE_1035_length_283_cov_1.032051	SEPCBS119000_NODE1035
NODE_1036_length_283_cov_0.961538	SEPCBS119000_NODE1036
NODE_1037_length_283_cov_0.948718	SEPCBS119000_NODE1037
NODE_1038_length_283_cov_0.775641	SEPCBS119000_NODE1038
NODE_1039_length_283_cov_0.769231	SEPCBS119000_NODE1039
NODE_1040_length_283_cov_0.705128	SEPCBS119000_NODE1040
NODE_1041_length_283_cov_0.698718	SEPCBS119000_NODE1041
NODE_1042_length_283_cov_0.679487	SEPCBS119000_NODE1042
NODE_1043_length_283_cov_0.583333	SEPCBS119000_NODE1043
NODE_1044_length_283_cov_0.564103	SEPCBS119000_NODE1044
NODE_1045_length_283_cov_0.564103	SEPCBS119000_NODE1045
NODE_1046_length_283_cov_0.493590	SEPCBS119000_NODE1046
NODE_1047_length_283_cov_0.442308	SEPCBS119000_NODE1047
NODE_1048_length_283_cov_0.391026	SEPCBS119000_NODE1048
NODE_1049_length_283_cov_0.352564	SEPCBS119000_NODE1049
NODE_1050_length_283_cov_0.282051	SEPCBS119000_NODE1050
NODE_1051_length_282_cov_1.490323	SEPCBS119000_NODE1051
NODE_1052_length_282_cov_0.703226	SEPCBS119000_NODE1052
NODE_1053_length_282_cov_0.593548	SEPCBS119000_NODE1053
NODE_1054_length_282_cov_0.567742	SEPCBS119000_NODE1054
NODE_1055_length_282_cov_0.541935	SEPCBS119000_NODE1055
NODE_1056_length_282_cov_0.516129	SEPCBS119000_NODE1056
NODE_1057_length_282_cov_0.387097	SEPCBS119000_NODE1057
NODE_1058_length_282_cov_0.361290	SEPCBS119000_NODE1058
NODE_1059_length_282_cov_0.354839	SEPCBS119000_NODE1059
NODE_1060_length_282_cov_0.206452	SEPCBS119000_NODE1060
NODE_1061_length_282_cov_0.116129	SEPCBS119000_NODE1061
NODE_1062_length_281_cov_1262.902597	SEPCBS119000_NODE1062
NODE_1063_length_281_cov_152.818182	SEPCBS119000_NODE1063
NODE_1064_length_281_cov_139.597403	SEPCBS119000_NODE1064
NODE_1065_length_281_cov_66.909091	SEPCBS119000_NODE1065
NODE_1066_length_281_cov_2.772727	SEPCBS119000_NODE1066
NODE_1067_length_281_cov_1.668831	SEPCBS119000_NODE1067
NODE_1068_length_281_cov_1.292208	SEPCBS119000_NODE1068
NODE_1069_length_281_cov_1.194805	SEPCBS119000_NODE1069
NODE_1070_length_281_cov_1.064935	SEPCBS119000_NODE1070
NODE_1071_length_281_cov_0.928571	SEPCBS119000_NODE1071
NODE_1072_length_281_cov_0.837662	SEPCBS119000_NODE1072
NODE_1073_length_281_cov_0.740260	SEPCBS119000_NODE1073
NODE_1074_length_281_cov_0.571429	SEPCBS119000_NODE1074
NODE_1075_length_281_cov_0.551948	SEPCBS119000_NODE1075
NODE_1076_length_281_cov_0.506494	SEPCBS119000_NODE1076
NODE_1077_length_281_cov_0.493506	SEPCBS119000_NODE1077
NODE_1078_length_281_cov_0.454545	SEPCBS119000_NODE1078
NODE_1079_length_281_cov_0.409091	SEPCBS119000_NODE1079
NODE_1080_length_281_cov_0.409091	SEPCBS119000_NODE1080
NODE_1081_length_281_cov_0.350649	SEPCBS119000_NODE1081
NODE_1082_length_281_cov_0.324675	SEPCBS119000_NODE1082
NODE_1083_length_281_cov_0.292208	SEPCBS119000_NODE1083
NODE_1084_length_281_cov_0.285714	SEPCBS119000_NODE1084
NODE_1085_length_281_cov_0.110390	SEPCBS119000_NODE1085
NODE_1086_length_280_cov_136.921569	SEPCBS119000_NODE1086
NODE_1087_length_280_cov_48.875817	SEPCBS119000_NODE1087
NODE_1088_length_280_cov_3.705882	SEPCBS119000_NODE1088
NODE_1089_length_280_cov_0.771242	SEPCBS119000_NODE1089
NODE_1090_length_280_cov_0.588235	SEPCBS119000_NODE1090
NODE_1091_length_280_cov_0.575163	SEPCBS119000_NODE1091
NODE_1092_length_280_cov_0.509804	SEPCBS119000_NODE1092
NODE_1093_length_280_cov_0.379085	SEPCBS119000_NODE1093
NODE_1094_length_280_cov_0.359477	SEPCBS119000_NODE1094
NODE_1095_length_280_cov_0.294118	SEPCBS119000_NODE1095
NODE_1096_length_279_cov_1.388158	SEPCBS119000_NODE1096
NODE_1097_length_279_cov_0.940789	SEPCBS119000_NODE1097
NODE_1098_length_279_cov_0.861842	SEPCBS119000_NODE1098
NODE_1099_length_279_cov_0.802632	SEPCBS119000_NODE1099
NODE_1100_length_279_cov_0.796053	SEPCBS119000_NODE1100
NODE_1101_length_279_cov_0.763158	SEPCBS119000_NODE1101
NODE_1102_length_279_cov_0.572368	SEPCBS119000_NODE1102
NODE_1103_length_279_cov_0.388158	SEPCBS119000_NODE1103
NODE_1104_length_279_cov_0.388158	SEPCBS119000_NODE1104
NODE_1105_length_279_cov_0.368421	SEPCBS119000_NODE1105
NODE_1106_length_279_cov_0.355263	SEPCBS119000_NODE1106
NODE_1107_length_279_cov_0.302632	SEPCBS119000_NODE1107
NODE_1108_length_279_cov_0.302632	SEPCBS119000_NODE1108
NODE_1109_length_279_cov_0.302632	SEPCBS119000_NODE1109
NODE_1110_length_279_cov_0.296053	SEPCBS119000_NODE1110
NODE_1111_length_278_cov_2.052980	SEPCBS119000_NODE1111
NODE_1112_length_278_cov_1.688742	SEPCBS119000_NODE1112
NODE_1113_length_278_cov_0.993377	SEPCBS119000_NODE1113
NODE_1114_length_278_cov_0.596026	SEPCBS119000_NODE1114
NODE_1115_length_278_cov_0.450331	SEPCBS119000_NODE1115
NODE_1116_length_278_cov_0.443709	SEPCBS119000_NODE1116
NODE_1117_length_278_cov_0.443709	SEPCBS119000_NODE1117
NODE_1118_length_278_cov_0.304636	SEPCBS119000_NODE1118
NODE_1119_length_278_cov_0.304636	SEPCBS119000_NODE1119
NODE_1120_length_278_cov_0.304636	SEPCBS119000_NODE1120
NODE_1121_length_278_cov_0.304636	SEPCBS119000_NODE1121
NODE_1122_length_278_cov_0.298013	SEPCBS119000_NODE1122
NODE_1123_length_278_cov_0.298013	SEPCBS119000_NODE1123
NODE_1124_length_278_cov_0.298013	SEPCBS119000_NODE1124
NODE_1125_length_278_cov_0.298013	SEPCBS119000_NODE1125
NODE_1126_length_278_cov_0.298013	SEPCBS119000_NODE1126
NODE_1127_length_278_cov_0.298013	SEPCBS119000_NODE1127
NODE_1128_length_274_cov_75.938776	SEPCBS119000_NODE1128
NODE_1129_length_274_cov_68.156463	SEPCBS119000_NODE1129
NODE_1130_length_271_cov_1327.430556	SEPCBS119000_NODE1130
NODE_1131_length_271_cov_472.645833	SEPCBS119000_NODE1131
NODE_1132_length_271_cov_216.548611	SEPCBS119000_NODE1132
NODE_1133_length_270_cov_75.125874	SEPCBS119000_NODE1133
NODE_1134_length_270_cov_69.475524	SEPCBS119000_NODE1134
NODE_1135_length_269_cov_379.169014	SEPCBS119000_NODE1135
NODE_1136_length_269_cov_232.591549	SEPCBS119000_NODE1136
NODE_1137_length_268_cov_391.262411	SEPCBS119000_NODE1137
NODE_1138_length_267_cov_272.414286	SEPCBS119000_NODE1138
NODE_1139_length_267_cov_68.321429	SEPCBS119000_NODE1139
NODE_1140_length_266_cov_136.705036	SEPCBS119000_NODE1140
NODE_1141_length_266_cov_100.517986	SEPCBS119000_NODE1141
NODE_1142_length_265_cov_72.231884	SEPCBS119000_NODE1142
NODE_1143_length_264_cov_18.649635	SEPCBS119000_NODE1143
NODE_1144_length_262_cov_54.822222	SEPCBS119000_NODE1144
NODE_1145_length_262_cov_0.370370	SEPCBS119000_NODE1145
NODE_1146_length_261_cov_373.119403	SEPCBS119000_NODE1146
NODE_1147_length_260_cov_451.593985	SEPCBS119000_NODE1147
NODE_1148_length_258_cov_147.572519	SEPCBS119000_NODE1148
NODE_1149_length_258_cov_35.061069	SEPCBS119000_NODE1149
NODE_1150_length_257_cov_60.215385	SEPCBS119000_NODE1150
NODE_1151_length_256_cov_22.217054	SEPCBS119000_NODE1151
NODE_1152_length_255_cov_268.656250	SEPCBS119000_NODE1152
NODE_1153_length_255_cov_225.828125	SEPCBS119000_NODE1153
NODE_1154_length_255_cov_204.078125	SEPCBS119000_NODE1154
NODE_1155_length_255_cov_198.773438	SEPCBS119000_NODE1155
NODE_1156_length_255_cov_183.632812	SEPCBS119000_NODE1156
NODE_1157_length_255_cov_83.039062	SEPCBS119000_NODE1157
NODE_1158_length_255_cov_77.796875	SEPCBS119000_NODE1158
NODE_1159_length_255_cov_42.398438	SEPCBS119000_NODE1159
NODE_1160_length_255_cov_11.914062	SEPCBS119000_NODE1160
NODE_1161_length_254_cov_80.968504	SEPCBS119000_NODE1161
NODE_1162_length_254_cov_77.677165	SEPCBS119000_NODE1162
NODE_1163_length_254_cov_77.204724	SEPCBS119000_NODE1163
NODE_1164_length_254_cov_75.629921	SEPCBS119000_NODE1164
NODE_1165_length_254_cov_73.779528	SEPCBS119000_NODE1165
NODE_1166_length_254_cov_69.818898	SEPCBS119000_NODE1166
NODE_1167_length_254_cov_66.196850	SEPCBS119000_NODE1167
NODE_1168_length_254_cov_65.677165	SEPCBS119000_NODE1168
NODE_1169_length_254_cov_57.165354	SEPCBS119000_NODE1169
NODE_1170_length_254_cov_56.889764	SEPCBS119000_NODE1170
NODE_1171_length_254_cov_33.480315	SEPCBS119000_NODE1171
NODE_1172_length_254_cov_31.188976	SEPCBS119000_NODE1172
NODE_1173_length_254_cov_25.590551	SEPCBS119000_NODE1173
NODE_1174_length_253_cov_127.015873	SEPCBS119000_NODE1174
NODE_1175_length_253_cov_83.365079	SEPCBS119000_NODE1175
NODE_1176_length_253_cov_72.198413	SEPCBS119000_NODE1176
NODE_1177_length_253_cov_63.468254	SEPCBS119000_NODE1177
NODE_1178_length_253_cov_61.396825	SEPCBS119000_NODE1178
NODE_1179_length_253_cov_35.603175	SEPCBS119000_NODE1179
NODE_1180_length_253_cov_35.404762	SEPCBS119000_NODE1180
NODE_1181_length_253_cov_28.650794	SEPCBS119000_NODE1181
NODE_1182_length_253_cov_20.714286	SEPCBS119000_NODE1182
NODE_1183_length_253_cov_16.285714	SEPCBS119000_NODE1183
NODE_1184_length_252_cov_84.760000	SEPCBS119000_NODE1184
NODE_1185_length_252_cov_61.936000	SEPCBS119000_NODE1185
NODE_1186_length_252_cov_37.264000	SEPCBS119000_NODE1186
NODE_1187_length_252_cov_17.928000	SEPCBS119000_NODE1187
NODE_1188_length_252_cov_8.456000	SEPCBS119000_NODE1188
NODE_1189_length_251_cov_72.233871	SEPCBS119000_NODE1189
NODE_1190_length_251_cov_69.403226	SEPCBS119000_NODE1190
NODE_1191_length_251_cov_69.016129	SEPCBS119000_NODE1191
NODE_1192_length_251_cov_68.629032	SEPCBS119000_NODE1192
NODE_1193_length_251_cov_63.879032	SEPCBS119000_NODE1193
NODE_1194_length_251_cov_49.927419	SEPCBS119000_NODE1194
NODE_1195_length_251_cov_48.653226	SEPCBS119000_NODE1195
NODE_1196_length_251_cov_42.338710	SEPCBS119000_NODE1196
NODE_1197_length_250_cov_648.813008	SEPCBS119000_NODE1197
NODE_1198_length_250_cov_230.081301	SEPCBS119000_NODE1198
NODE_1199_length_250_cov_65.991870	SEPCBS119000_NODE1199
NODE_1200_length_250_cov_64.138211	SEPCBS119000_NODE1200
NODE_1201_length_250_cov_61.666667	SEPCBS119000_NODE1201
NODE_1202_length_250_cov_56.398374	SEPCBS119000_NODE1202
NODE_1203_length_249_cov_75.590164	SEPCBS119000_NODE1203
NODE_1204_length_249_cov_65.319672	SEPCBS119000_NODE1204
NODE_1205_length_249_cov_64.016393	SEPCBS119000_NODE1205
NODE_1206_length_249_cov_31.368852	SEPCBS119000_NODE1206
NODE_1207_length_248_cov_318.776860	SEPCBS119000_NODE1207
NODE_1208_length_248_cov_59.462810	SEPCBS119000_NODE1208
NODE_1209_length_248_cov_58.272727	SEPCBS119000_NODE1209
NODE_1210_length_247_cov_583.691667	SEPCBS119000_NODE1210
NODE_1211_length_247_cov_149.433333	SEPCBS119000_NODE1211
NODE_1212_length_247_cov_54.816667	SEPCBS119000_NODE1212
NODE_1213_length_246_cov_503.697479	SEPCBS119000_NODE1213
NODE_1214_length_246_cov_78.394958	SEPCBS119000_NODE1214
NODE_1215_length_245_cov_729.338983	SEPCBS119000_NODE1215
NODE_1216_length_245_cov_394.127119	SEPCBS119000_NODE1216
NODE_1217_length_245_cov_82.457627	SEPCBS119000_NODE1217
NODE_1218_length_245_cov_10.652542	SEPCBS119000_NODE1218
NODE_1219_length_244_cov_572.179487	SEPCBS119000_NODE1219
NODE_1220_length_243_cov_1067.965517	SEPCBS119000_NODE1220
NODE_1221_length_243_cov_123.474138	SEPCBS119000_NODE1221
NODE_1222_length_243_cov_81.344828	SEPCBS119000_NODE1222
NODE_1223_length_243_cov_40.991379	SEPCBS119000_NODE1223
NODE_1224_length_243_cov_5.000000	SEPCBS119000_NODE1224
NODE_1225_length_242_cov_1289.982609	SEPCBS119000_NODE1225
NODE_1226_length_241_cov_461.728070	SEPCBS119000_NODE1226
NODE_1227_length_241_cov_179.271930	SEPCBS119000_NODE1227
NODE_1228_length_240_cov_51.230088	SEPCBS119000_NODE1228
NODE_1229_length_239_cov_248.151786	SEPCBS119000_NODE1229
NODE_1230_length_239_cov_138.250000	SEPCBS119000_NODE1230
NODE_1231_length_239_cov_4.473214	SEPCBS119000_NODE1231
NODE_1232_length_238_cov_123.180180	SEPCBS119000_NODE1232
NODE_1233_length_238_cov_37.423423	SEPCBS119000_NODE1233
NODE_1234_length_238_cov_37.234234	SEPCBS119000_NODE1234
NODE_1235_length_238_cov_32.009009	SEPCBS119000_NODE1235
NODE_1236_length_238_cov_27.918919	SEPCBS119000_NODE1236
NODE_1237_length_238_cov_26.855856	SEPCBS119000_NODE1237
NODE_1238_length_238_cov_8.252252	SEPCBS119000_NODE1238
NODE_1239_length_238_cov_6.576577	SEPCBS119000_NODE1239
NODE_1240_length_238_cov_4.504505	SEPCBS119000_NODE1240
NODE_1241_length_237_cov_39.045455	SEPCBS119000_NODE1241
NODE_1242_length_237_cov_6.172727	SEPCBS119000_NODE1242
NODE_1243_length_237_cov_5.445455	SEPCBS119000_NODE1243
NODE_1244_length_237_cov_3.518182	SEPCBS119000_NODE1244
NODE_1245_length_237_cov_3.045455	SEPCBS119000_NODE1245
NODE_1246_length_233_cov_260.858491	SEPCBS119000_NODE1246
NODE_1247_length_233_cov_4.424528	SEPCBS119000_NODE1247
NODE_1248_length_233_cov_3.726415	SEPCBS119000_NODE1248
NODE_1249_length_232_cov_3.571429	SEPCBS119000_NODE1249
NODE_1250_length_231_cov_178.048077	SEPCBS119000_NODE1250
NODE_1251_length_231_cov_10.769231	SEPCBS119000_NODE1251
NODE_1252_length_230_cov_67.951456	SEPCBS119000_NODE1252
NODE_1253_length_228_cov_426.019802	SEPCBS119000_NODE1253
NODE_1254_length_228_cov_143.990099	SEPCBS119000_NODE1254
NODE_1255_length_227_cov_22.300000	SEPCBS119000_NODE1255
NODE_1256_length_227_cov_7.720000	SEPCBS119000_NODE1256
NODE_1257_length_227_cov_6.210000	SEPCBS119000_NODE1257
NODE_1258_length_226_cov_295.040404	SEPCBS119000_NODE1258
NODE_1259_length_226_cov_125.363636	SEPCBS119000_NODE1259
NODE_1260_length_225_cov_1.867347	SEPCBS119000_NODE1260
NODE_1261_length_224_cov_153.113402	SEPCBS119000_NODE1261
NODE_1262_length_224_cov_4.072165	SEPCBS119000_NODE1262
NODE_1263_length_223_cov_1117.677083	SEPCBS119000_NODE1263
NODE_1264_length_223_cov_59.083333	SEPCBS119000_NODE1264
NODE_1265_length_223_cov_4.052083	SEPCBS119000_NODE1265
NODE_1266_length_222_cov_6.136842	SEPCBS119000_NODE1266
NODE_1267_length_222_cov_2.263158	SEPCBS119000_NODE1267
NODE_1268_length_221_cov_125.702128	SEPCBS119000_NODE1268
NODE_1269_length_221_cov_7.127660	SEPCBS119000_NODE1269
NODE_1270_length_221_cov_2.585106	SEPCBS119000_NODE1270
NODE_1271_length_221_cov_2.244681	SEPCBS119000_NODE1271
NODE_1272_length_221_cov_1.840426	SEPCBS119000_NODE1272
NODE_1273_length_220_cov_511.053763	SEPCBS119000_NODE1273
NODE_1274_length_219_cov_203.065217	SEPCBS119000_NODE1274
NODE_1275_length_218_cov_30.560440	SEPCBS119000_NODE1275
NODE_1276_length_217_cov_515.055556	SEPCBS119000_NODE1276
NODE_1277_length_217_cov_21.255556	SEPCBS119000_NODE1277
