tip	accession	genus	kingdom	phylum	class	order	family	colours_kingdom	colours_phylum	colours_sordario	colours_hypocr
KZV97738.1_Exidia_glandulosa_HHB12029	KZV97738.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV97371.1_Exidia_glandulosa_HHB12029	KZV97371.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV88442.1_Exidia_glandulosa_HHB12029	KZV88442.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV86197.1_Exidia_glandulosa_HHB12029	KZV86197.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV83782.1_Exidia_glandulosa_HHB12029	KZV83782.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV98356.1_Exidia_glandulosa_HHB12029	KZV98356.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KZV88440.1_Exidia_glandulosa_HHB12029	KZV88440.1	Exidia	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7101427.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7101427.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAH7096963.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7096963.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAH7096951.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7096951.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAH7099231.1_Auriculariales_sp._MPI_PUGE_AT_0066	KAH7099231.1	Auriculariales	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAG6333709.1_Astraeus_odoratus	KAG6333709.1	Astraeus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Astraeaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9566880.1_Boletus_coccyginus	KAI9566880.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8442202.1_Boletus_edulis_BED1	KAF8442202.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6369337.1_Boletus_reticuloceps	KAG6369337.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG6375213.1_Boletus_reticuloceps	KAG6375213.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8436810.1_Boletus_edulis_BED1	KAF8436810.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI9460394.1_Boletus_coccyginus	KAI9460394.1	Boletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8212930.1_Butyriboletus_roseoflavus	KAG8212930.1	Butyriboletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8212936.1_Butyriboletus_roseoflavus	KAG8212936.1	Butyriboletus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9316126.1_Chiua_virens	KAG9316126.1	Chiua	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9316970.1_Chiua_virens	KAG9316970.1	Chiua	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8553904.1_Imleria_badia	KAF8553904.1	Imleria	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8554672.1_Imleria_badia	KAF8554672.1	Imleria	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH0833490.1_Lanmaoa_asiatica	KAH0833490.1	Lanmaoa	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7884632.1_Phlebopus_sp._FC_14	KAH7884632.1	Phlebopus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7884798.1_Phlebopus_sp._FC_14	KAH7884798.1	Phlebopus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletinellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007765609.1_Coniophora_puteana_RWD_64_598SS2	XP_007765609.1	Coniophora	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007768205.1_Coniophora_puteana_RWD_64_598SS2	XP_007768205.1	Coniophora	Fungi	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9223310.1_Gyrodon_lividus	KAF9223310.1	Gyrodon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Gyrodontaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7904207.1_Hygrophoropsis_aurantiaca	KAH7904207.1	Hygrophoropsis	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7910501.1_Hygrophoropsis_aurantiaca	KAH7910501.1	Hygrophoropsis	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF9238557.1_Melanogaster_broomeanus	KAF9238557.1	Melanogaster	Fungi	Basidiomycota	Agaricomycetes	Boletales	Melanogastraceae	#3B3B3BFF	#9ECAE1	NA	NA
KIJ62866.1_Hydnomerulius_pinastri_MD_312	KIJ62866.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIJ66712.1_Hydnomerulius_pinastri_MD_312	KIJ66712.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIJ59037.1_Hydnomerulius_pinastri_MD_312	KIJ59037.1	Hydnomerulius	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8841240.1_Paxillus_ammoniavirescens	KAF8841240.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8839535.1_Paxillus_ammoniavirescens	KAF8839535.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIK94802.1_Paxillus_rubicundulus_Ve08.2h10	KIK94802.1	Paxillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6028045.1_Pisolithus_microcarpus	KAI6028045.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6125828.1_Pisolithus_croceorrhizus	KAI6125828.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6096263.1_Pisolithus_croceorrhizus	KAI6096263.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6144734.1_Pisolithus_tinctorius	KAI6144734.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6124350.1_Pisolithus_croceorrhizus	KAI6124350.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIN97737.1_Pisolithus_tinctorius_Marx270	KIN97737.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6101922.1_Pisolithus_sp._B1	KAI6101922.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6014656.1_Pisolithus_marmoratus	KAI6014656.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI5989970.1_Pisolithus_albus	KAI5989970.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6101950.1_Pisolithus_sp._B1	KAI6101950.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIN97734.1_Pisolithus_tinctorius_Marx270	KIN97734.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAI6014658.1_Pisolithus_marmoratus	KAI6014658.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIN97736.1_Pisolithus_tinctorius_Marx270	KIN97736.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_051594526.1_Pisolithus_orientalis	XP_051594526.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_051594525.1_Pisolithus_orientalis	XP_051594525.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_051594527.1_Pisolithus_orientalis	XP_051594527.1	Pisolithus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	#3B3B3BFF	#9ECAE1	NA	NA
OJA15941.1_Rhizopogon_vesiculosus	OJA15941.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8587088.1_Rhizopogon_salebrosus_TDB_379	KAJ8587088.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	#3B3B3BFF	#9ECAE1	NA	NA
OAX34821.1_Rhizopogon_vinicolor_AM_OR11_026	OAX34821.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ8587089.1_Rhizopogon_salebrosus_TDB_379	KAJ8587089.1	Rhizopogon	Fungi	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	#3B3B3BFF	#9ECAE1	NA	NA
KIM57407.1_Scleroderma_citrinum_FougA	KIM57407.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	#3B3B3BFF	#9ECAE1	NA	NA
KIM60444.1_Scleroderma_citrinum_FougA	KIM60444.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	#3B3B3BFF	#9ECAE1	NA	NA
KIM60443.1_Scleroderma_citrinum_FougA	KIM60443.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	#3B3B3BFF	#9ECAE1	NA	NA
KIM60439.1_Scleroderma_citrinum_FougA	KIM60439.1	Scleroderma	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007318871.1_Serpula_lacrymans_lacrymans	XP_007318871.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007318869.1_Serpula_lacrymans_lacrymans	XP_007318869.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_007319142.1_Serpula_lacrymans_lacrymans	XP_007319142.1	Serpula	Fungi	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041180079.1_Suillus_paluster	XP_041180079.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG0708221.1_Suillus_ampliporus	KAG0708221.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG1872112.1_Suillus_tomentosus	KAG1872112.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2123946.1_Suillus_cothurnatus	KAG2123946.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041158511.1_Suillus_plorans	XP_041158511.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2047998.1_Suillus_hirtellus	KAG2047998.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2745013.1_Suillus_brevipes_Sb2	KAG2745013.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041203492.1_Suillus_clintonianus	XP_041203492.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041152707.1_Suillus_plorans	XP_041152707.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2341603.1_Suillus_weaverae	KAG2341603.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041189731.1_Suillus_subaureus	XP_041189731.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2361954.1_Suillus_spraguei	KAG2361954.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2038753.1_Suillus_americanus	KAG2038753.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041240031.1_Suillus_subalutaceus	XP_041240031.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG1729006.1_Suillus_lakei	KAG1729006.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041305035.1_Suillus_bovinus	XP_041305035.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG0696927.1_Suillus_ampliporus	KAG0696927.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG1771890.1_Suillus_placidus	KAG1771890.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_041176807.1_Suillus_paluster	XP_041176807.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2068216.1_Suillus_decipiens	KAG2068216.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG1883922.1_Suillus_subluteus	KAG1883922.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG2122434.1_Suillus_cothurnatus	KAG2122434.1	Suillus	Fungi	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAH7925687.1_Leucogyrophana_mollusca	KAH7925687.1	Leucogyrophana	Fungi	Basidiomycota	Agaricomycetes	Boletales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KAH7927685.1_Leucogyrophana_mollusca	KAH7927685.1	Leucogyrophana	Fungi	Basidiomycota	Agaricomycetes	Boletales	unknown	#3B3B3BFF	#9ECAE1	NA	NA
KDQ15932.1_Botryobasidium_botryosum_FD_172SS1	KDQ15932.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ11515.1_Botryobasidium_botryosum_FD_172SS1	KDQ11515.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ12702.1_Botryobasidium_botryosum_FD_172SS1	KDQ12702.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ08700.1_Botryobasidium_botryosum_FD_172SS1	KDQ08700.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ07356.1_Botryobasidium_botryosum_FD_172SS1	KDQ07356.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ08703.1_Botryobasidium_botryosum_FD_172SS1	KDQ08703.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ08649.1_Botryobasidium_botryosum_FD_172SS1	KDQ08649.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDQ19064.1_Botryobasidium_botryosum_FD_172SS1	KDQ19064.1	Botryobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_038920063.1_Cantharellus_anzutake	XP_038920063.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_038916845.1_Cantharellus_anzutake	XP_038916845.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_038920064.1_Cantharellus_anzutake	XP_038920064.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	#3B3B3BFF	#9ECAE1	NA	NA
XP_038920062.1_Cantharellus_anzutake	XP_038920062.1	Cantharellus	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8705004.1_Ceratobasidium_sp._394	KAG8705004.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9122696.1_Ceratobasidium_sp._392	KAG9122696.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAB5596145.1_Ceratobasidium_theobromae	KAB5596145.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8714139.1_Ceratobasidium_sp._423	KAG8714139.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9098080.1_Ceratobasidium_sp._370	KAG9098080.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
QRV75229.1_Ceratobasidium_sp._AG_Ba	QRV75229.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8606538.1_Ceratobasidium_sp._AG_I	KAF8606538.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8773011.1_Ceratobasidium_sp._428	KAG8773011.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAF8606550.1_Ceratobasidium_sp._AG_I	KAF8606550.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8708896.1_Ceratobasidium_sp._423	KAG8708896.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
QRW03805.1_Ceratobasidium_sp._AG_Ba	QRW03805.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
QRW04140.1_Ceratobasidium_sp._AG_Ba	QRW04140.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8702013.1_Ceratobasidium_sp._394	KAG8702013.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAB5593995.1_Ceratobasidium_theobromae	KAB5593995.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9125644.1_Ceratobasidium_sp._392	KAG9125644.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8746514.1_Ceratobasidium_sp._414	KAG8746514.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8749125.1_Ceratobasidium_sp._428	KAG8749125.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8775486.1_Ceratobasidium_sp._428	KAG8775486.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG9090867.1_Ceratobasidium_sp._UAMH11750	KAG9090867.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8696633.1_Ceratobasidium_sp._395	KAG8696633.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8689289.1_Ceratobasidium_sp._395	KAG8689289.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAG8727884.1_Ceratobasidium_sp._428	KAG8727884.1	Ceratobasidium	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6457632.1_Rhizoctonia_solani	CAE6457632.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6446852.1_Rhizoctonia_solani	CAE6446852.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6337121.1_Rhizoctonia_solani	CAE6337121.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6522514.1_Rhizoctonia_solani	CAE6522514.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6400146.1_Rhizoctonia_solani	CAE6400146.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6537060.1_Rhizoctonia_solani	CAE6537060.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6433407.1_Rhizoctonia_solani	CAE6433407.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ1307380.1_Rhizoctonia_solani	KAJ1307380.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDN50638.1_Rhizoctonia_solani_AG_8WAC10335	KDN50638.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6448901.1_Rhizoctonia_solani	CAE6448901.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6340628.1_Rhizoctonia_solani	CAE6340628.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KAJ1307903.1_Rhizoctonia_solani	KAJ1307903.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
KDN48575.1_Rhizoctonia_solani_AG_8WAC10335	KDN48575.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
CAE6424438.1_Rhizoctonia_solani	CAE6424438.1	Rhizoctonia	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	#3B3B3BFF	#9ECAE1	NA	NA
