tip	accession	genus	kingdom	phylum	class	order	family
KAJ7082880.1_Mycena_belliae	KAJ7082880.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
CAK5269248.1_Mycena_citricolor	CAK5269248.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7317154.1_Mycena_chlorophos	KAF7317154.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6580574.1_Mycena_vulgaris	KAJ6580574.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7116550.1_Mycena_epipterygia	KAJ7116550.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7510539.1_Mycena_galericulata	KAJ7510539.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7672237.1_Mycena_polygramma	KAJ7672237.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7056729.1_Mycena_amicta	KAJ7056729.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7330207.1_Mycena_venus	KAF7330207.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6549463.1_Mycena_sp._CBHHK59/15	KAJ6549463.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7881043.1_Mycena_olivaceomarginata	KAJ7881043.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7671480.1_Mycena_polygramma	KAJ7671480.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7327407.1_Mycena_kentingensis__nom.inval._	KAF7327407.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7183281.1_Mycena_filopes	KAJ7183281.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7036842.1_Mycena_alexandri	KAJ7036842.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7353871.1_Mycena_venus	KAF7353871.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7490931.1_Mycena_latifolia	KAJ7490931.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7298383.1_Mycena_kentingensis__nom.inval._	KAF7298383.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7071801.1_Mycena_belliae	KAJ7071801.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7041973.1_Mycena_alexandri	KAJ7041973.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7284688.1_Mycena_rebaudengoi	KAJ7284688.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
XP_037215895.1_Mycena_indigotica	XP_037215895.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7700703.1_Mycena_rosella	KAJ7700703.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7063711.1_Mycena_amicta	KAJ7063711.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7684356.1_Mycena_polygramma	KAJ7684356.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7721732.1_Mycena_maculata	KAJ7721732.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7510330.1_Mycena_galericulata	KAJ7510330.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7592659.1_Mycena_floridula	KAJ7592659.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7765721.1_Mycena_metata	KAJ7765721.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7237708.1_Mycena_haematopus	KAJ7237708.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7119105.1_Mycena_epipterygia	KAJ7119105.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7914883.1_Mycena_leptocephala	KAJ7914883.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6622531.1_Mycena_sp._CBHHK59/15	KAJ6622531.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF8207216.1_Mycena_galopus_ATCC62051	KAF8207216.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7678558.1_Mycena_rosella	KAJ7678558.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7056730.1_Mycena_amicta	KAJ7056730.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7348836.1_Mycena_albidolilacea	KAJ7348836.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6592766.1_Mycena_capillaripes	KAJ6592766.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6577336.1_Mycena_capillaripes	KAJ6577336.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6500795.1_Mycena_sanguinolenta	KAJ6500795.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6570235.1_Mycena_vulgaris	KAJ6570235.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7500432.1_Mycena_galericulata	KAJ7500432.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7142133.1_Mycena_crocata	KAJ7142133.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7184571.1_Mycena_filopes	KAJ7184571.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6612269.1_Mycena_sp._CBHHK59/15	KAJ6612269.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7718950.1_Mycena_maculata	KAJ7718950.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7359076.1_Mycena_sanguinolenta	KAF7359076.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7671654.1_Mycena_polygramma	KAJ7671654.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7445091.1_Mycena_latifolia	KAJ7445091.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7352486.1_Mycena_albidolilacea	KAJ7352486.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7133345.1_Mycena_epipterygia	KAJ7133345.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7454823.1_Mycena_latifolia	KAJ7454823.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7116367.1_Mycena_epipterygia	KAJ7116367.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
CAK5270783.1_Mycena_citricolor	CAK5270783.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6630341.1_Mycena_sp._CBHHK59/15	KAJ6630341.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7300191.1_Mycena_kentingensis__nom.inval._	KAF7300191.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7746606.1_Mycena_metata	KAJ7746606.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7242755.1_Mycena_haematopus	KAJ7242755.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7290212.1_Mycena_rebaudengoi	KAJ7290212.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6517256.1_Mycena_vitilis	KAJ6517256.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6611709.1_Mycena_sp._CBHHK59/15	KAJ6611709.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7290046.1_Mycena_rebaudengoi	KAJ7290046.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7022571.1_Mycena_alexandri	KAJ7022571.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6606041.1_Mycena_vulgaris	KAJ6606041.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6530987.1_Mycena_vulgaris	KAJ6530987.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7291758.1_Mycena_chlorophos	KAF7291758.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7819796.1_Mycena_olivaceomarginata	KAJ7819796.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7494287.1_Mycena_galericulata	KAJ7494287.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7806866.1_Mycena_olivaceomarginata	KAJ7806866.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6567126.1_Mycena_capillaripes	KAJ6567126.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7086052.1_Mycena_belliae	KAJ7086052.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6448877.1_Mycena_sanguinolenta	KAJ6448877.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
GAT49547.1_Mycena_chlorophos	GAT49547.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
CAK5275406.1_Mycena_citricolor	CAK5275406.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7482982.1_Mycena_galericulata	KAJ7482982.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
XP_037217290.1_Mycena_indigotica	XP_037217290.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7078020.1_Mycena_belliae	KAJ7078020.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7323432.1_Mycena_chlorophos	KAF7323432.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7048201.1_Mycena_amicta	KAJ7048201.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7160373.1_Mycena_filopes	KAJ7160373.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7580750.1_Mycena_floridula	KAJ7580750.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7584546.1_Mycena_floridula	KAJ7584546.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7685992.1_Mycena_rosella	KAJ7685992.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7375133.1_Mycena_sanguinolenta	KAF7375133.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7323333.1_Mycena_chlorophos	KAF7323333.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7671653.1_Mycena_polygramma	KAJ7671653.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6611719.1_Mycena_sp._CBHHK59/15	KAJ6611719.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF8191670.1_Mycena_galopus_ATCC62051	KAF8191670.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7742353.1_Mycena_maculata	KAJ7742353.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ6460359.1_Mycena_vitilis	KAJ6460359.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7039542.1_Mycena_alexandri	KAJ7039542.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7174185.1_Mycena_crocata	KAJ7174185.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7723815.1_Mycena_metata	KAJ7723815.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7178764.1_Mycena_crocata	KAJ7178764.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7891382.1_Mycena_olivaceomarginata	KAJ7891382.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7932728.1_Mycena_leptocephala	KAJ7932728.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7174151.1_Mycena_crocata	KAJ7174151.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAF7368474.1_Mycena_venus	KAF7368474.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7789847.1_Mycena_olivaceomarginata	KAJ7789847.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
CAK5271662.1_Mycena_citricolor	CAK5271662.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7197001.1_Mycena_pura	KAJ7197001.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7923841.1_Mycena_leptocephala	KAJ7923841.1	Mycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7650958.1_Roridomyces_roridus	KAJ7650958.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7630228.1_Roridomyces_roridus	KAJ7630228.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
KAJ7612109.1_Roridomyces_roridus	KAJ7612109.1	Roridomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae
TFK35612.1_Crucibulum_laeve	TFK35612.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
TFK35491.1_Crucibulum_laeve	TFK35491.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
TFK34779.1_Crucibulum_laeve	TFK34779.1	Crucibulum	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
KAF9007501.1_Cyathus_striatus	KAF9007501.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
KAF9003575.1_Cyathus_striatus	KAF9003575.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
KAF9013080.1_Cyathus_striatus	KAF9013080.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
KAF9009666.1_Cyathus_striatus	KAF9009666.1	Cyathus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae
KAF5353774.1_Collybiopsis_confluens	KAF5353774.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF5393804.1_Collybiopsis_confluens	KAF5393804.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KIK58046.1_Collybiopsis_luxurians_FD_317M1	KIK58046.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KIK60325.1_Collybiopsis_luxurians_FD_317M1	KIK60325.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KIK64418.1_Collybiopsis_luxurians_FD_317M1	KIK64418.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF5369151.1_Collybiopsis_confluens	KAF5369151.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KIK64405.1_Collybiopsis_luxurians_FD_317M1	KIK64405.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KIK64461.1_Collybiopsis_luxurians_FD_317M1	KIK64461.1	Collybiopsis	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9392064.1_Gymnopus_androsaceus_JB14	KAE9392064.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9392068.1_Gymnopus_androsaceus_JB14	KAE9392068.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9382986.1_Gymnopus_androsaceus_JB14	KAE9382986.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9400358.1_Gymnopus_androsaceus_JB14	KAE9400358.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9405808.1_Gymnopus_androsaceus_JB14	KAE9405808.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9409025.1_Gymnopus_androsaceus_JB14	KAE9409025.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9405803.1_Gymnopus_androsaceus_JB14	KAE9405803.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAE9409026.1_Gymnopus_androsaceus_JB14	KAE9409026.1	Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF8824757.1_Lentinula_edodes	KAF8824757.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
GAW02271.1_Lentinula_edodes	GAW02271.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
XP_046082183.1_Lentinula_edodes	XP_046082183.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4480214.1_Lentinula_aciculospora	KAJ4480214.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3864028.1_Lentinula_novae_zelandiae	KAJ3864028.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3795534.1_Lentinula_aff._detonsa	KAJ3795534.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3730937.1_Lentinula_guzmanii	KAJ3730937.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4463199.1_Lentinula_edodes	KAJ4463199.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3711352.1_Lentinula_raphanica	KAJ3711352.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3838340.1_Lentinula_raphanica	KAJ3838340.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3766909.1_Lentinula_raphanica	KAJ3766909.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3761609.1_Lentinula_raphanica	KAJ3761609.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3826743.1_Lentinula_raphanica	KAJ3826743.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3978495.1_Lentinula_detonsa	KAJ3978495.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4475502.1_Lentinula_aciculospora	KAJ4475502.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
XP_046091232.1_Lentinula_edodes	XP_046091232.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
GAW03004.1_Lentinula_edodes	GAW03004.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3785498.1_Lentinula_aff._detonsa	KAJ3785498.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4473776.1_Lentinula_aciculospora	KAJ4473776.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3983323.1_Lentinula_detonsa	KAJ3983323.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4471107.1_Lentinula_edodes	KAJ4471107.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3777251.1_Lentinula_raphanica	KAJ3777251.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF8823650.1_Lentinula_edodes	KAF8823650.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3900912.1_Lentinula_edodes	KAJ3900912.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3765688.1_Lentinula_raphanica	KAJ3765688.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
XP_046090202.1_Lentinula_edodes	XP_046090202.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4496300.1_Lentinula_edodes	KAJ4496300.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3983325.1_Lentinula_detonsa	KAJ3983325.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4475503.1_Lentinula_aciculospora	KAJ4475503.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
GAW09987.1_Lentinula_edodes	GAW09987.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3731801.1_Lentinula_guzmanii	KAJ3731801.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3755099.1_Lentinula_raphanica	KAJ3755099.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3806350.1_Lentinula_aff._lateritia	KAJ3806350.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4494186.1_Lentinula_lateritia	KAJ4494186.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3812088.1_Lentinula_aff._lateritia	KAJ3812088.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
GAW03005.1_Lentinula_edodes	GAW03005.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3996981.1_Lentinula_boryana	KAJ3996981.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3744529.1_Lentinula_raphanica	KAJ3744529.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3828043.1_Lentinula_raphanica	KAJ3828043.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3832812.1_Lentinula_raphanica	KAJ3832812.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3966635.1_Lentinula_raphanica	KAJ3966635.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3923070.1_Lentinula_edodes	KAJ3923070.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3914703.1_Lentinula_edodes	KAJ3914703.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3905760.1_Lentinula_edodes	KAJ3905760.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3932041.1_Lentinula_lateritia	KAJ3932041.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
XP_046091231.1_Lentinula_edodes	XP_046091231.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ4471106.1_Lentinula_edodes	KAJ4471106.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAJ3759476.1_Lentinula_raphanica	KAJ3759476.1	Lentinula	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF9072642.1_Rhodocollybia_butyracea	KAF9072642.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF9056913.1_Rhodocollybia_butyracea	KAF9056913.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF9056912.1_Rhodocollybia_butyracea	KAF9056912.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAF9078041.1_Rhodocollybia_butyracea	KAF9078041.1	Rhodocollybia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae
KAK0493907.1_Armillaria_luteobubalina	KAK0493907.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
PBK67694.1_Armillaria_solidipes	PBK67694.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
SJK99683.1_Armillaria_ostoyae	SJK99683.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KAK0214006.1_Armillaria_fumosa	KAK0214006.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
PBL04133.1_Armillaria_gallica	PBL04133.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
SJK99699.1_Armillaria_ostoyae	SJK99699.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
SJL08015.1_Armillaria_ostoyae	SJL08015.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
PBK84224.1_Armillaria_gallica	PBK84224.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
PBK70101.1_Armillaria_solidipes	PBK70101.1	Armillaria	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KIY68736.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY68736.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
KIY71843.1_Cylindrobasidium_torrendii_FP15055ss_10	KIY71843.1	Cylindrobasidium	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae
